season,week,method,fbi1,fbi2,fbi3,sample_count,composite_fbi
18,7,rank,0.5,,0.2857142857142857,7,
18,8,rank,0.8,,0.8333333333333334,6,
18,9,rank,0.125,,0.2,5,
18,10,rank,,,0.0,4,
19,1,rank,0.65,1.2314657148637491,0.46153846153846156,13,0.7810013921340703
19,2,rank,0.18181818181818182,3.3621923081124137,0.5833333333333334,12,1.3757812744213094
19,3,rank,0.7,4.522417875659574,0.5454545454545454,11,1.9226241403713733
19,4,rank,0.7857142857142857,0.9634716565956198,0.8,10,0.849728647436635
19,6,rank,0.6666666666666666,,0.6666666666666666,9,
19,7,rank,0.625,,0.625,8,
19,8,rank,,,0.0,7,
19,9,rank,0.6,,0.3333333333333333,6,
19,10,rank,0.5,,0.6,5,
19,11,rank,0.5,,0.5,4,
20,2,rank,0.75,1.935395307401306,0.9166666666666666,12,1.2006873246893242
20,3,rank,0.5357142857142857,1.2710302823976825,0.5454545454545454,11,0.7840663711888377
20,4,rank,0.625,0.8295672534992116,0.4,10,0.6181890844997372
20,5,rank,0.7142857142857143,,0.5555555555555556,9,
20,6,rank,0.4666666666666667,,0.5,8,
20,7,rank,,,0.2857142857142857,7,
20,8,rank,0.5,,0.3333333333333333,6,
20,9,rank,0.6666666666666666,,0.5,4,
21,2,rank,0.5277777777777778,2.176579679137968,1.1538461538461537,13,1.2860678702539663
21,4,rank,0.4375,1.178530733699117,0.5,10,0.7053435778997056
21,6,rank,0.5833333333333333,,0.7777777777777778,9,
21,7,rank,0.75,,0.75,8,
21,8,rank,0.6666666666666666,,0.42857142857142855,7,
21,9,rank,0.6,,0.3333333333333333,6,
21,11,rank,,,0.75,4,
22,2,rank,,,0.75,12,
22,3,rank,0.2,1.779985883378604,0.45454545454545453,11,0.8115104459746861
22,4,rank,0.6666666666666666,4.3301434235828244,0.4,10,1.7989366967498301
22,6,rank,0.5833333333333333,,1.1111111111111112,9,
22,7,rank,0.7857142857142857,,0.875,8,
22,8,rank,,,0.16666666666666666,6,
22,9,rank,0.5,,0.2,5,
23,2,rank,0.7738095238095238,1.1971665263645832,0.9230769230769231,13,0.96468432441701
23,3,rank,0.6875,1.5805959910523992,1.3333333333333333,12,1.2004764414619107
23,4,rank,0.5833333333333333,2.2975136725534853,0.6363636363636364,11,1.1724035474168182
23,6,rank,0.9,,0.8888888888888888,9,
23,7,rank,0.3333333333333333,,0.625,8,
23,8,rank,0.5833333333333334,,0.2857142857142857,7,
23,9,rank,0.75,,0.8333333333333334,6,
23,10,rank,0.8333333333333333,,0.8,5,
23,11,rank,,,0.0,4,
24,2,rank,0.2777777777777778,0.9069582541010508,0.5,12,0.5615786772929428
24,3,rank,0.65,1.6481153155683486,0.5454545454545454,11,0.9478566203409646
24,4,rank,0.375,1.8793518869890011,0.4,10,0.8847839623296669
24,5,rank,0.7142857142857143,,0.5555555555555556,9,
24,6,rank,0.5333333333333333,,0.5,8,
24,7,rank,,,0.14285714285714285,7,
24,8,rank,0.625,,0.4,5,
24,9,rank,0.5,,0.25,4,
25,2,rank,,1248216800949865.2,0.38461538461538464,13,
25,4,rank,0.75,9.689877195010965,1.4545454545454546,11,3.96480754985214
25,5,rank,0.6666666666666666,3.988620176087335,0.4,10,1.6850956142513338
25,6,rank,0.625,,0.3333333333333333,9,
25,7,rank,0.7142857142857143,,0.5,8,
25,8,rank,,,0.0,6,
25,9,rank,,,0.0,5,
25,10,rank,,,0.25,4,
26,1,rank,0.8125,0.748621141878945,0.8,10,0.7870403806263149
26,2,rank,0.75,,1.0,8,
26,3,rank,,,0.16666666666666666,6,
27,1,rank,0.25,2.669270986975384,0.6153846153846154,13,1.1782185341199998
27,2,rank,0.4,1.9277567265978546,0.4166666666666667,12,0.9148077977548403
27,3,rank,0.65,13.279853960809126,0.45454545454545453,11,4.794799805118193
27,4,rank,0.5476190476190476,0.9590394583874657,0.5,10,0.6688861686688378
27,6,rank,0.5833333333333333,,1.0,9,
27,7,rank,0.625,,0.75,8,
27,8,rank,,,0.16666666666666666,6,
28,2,rank,0.7,1.7041032279452402,0.5833333333333334,12,0.9958121870928577
28,4,rank,0.7222222222222222,10.728128711014442,0.8,10,4.083450311078888
28,6,rank,0.675,,1.0,9,
28,7,rank,0.41666666666666663,,0.75,8,
28,8,rank,0.75,,1.0,7,
28,9,rank,0.375,,0.3333333333333333,6,
28,10,rank,0.625,,0.4,5,
29,2,rank,0.7083333333333333,6.372916308118592,1.4,15,2.8270832138173083
29,3,rank,0.6333333333333333,1.1210509186850666,0.9285714285714286,14,0.8943185601966095
29,4,rank,0.8181818181818181,3.5668925480417704,1.4615384615384615,13,1.9488709425873498
29,5,rank,0.7222222222222222,4.888426184443463,1.25,12,2.286882802221895
29,6,rank,0.5833333333333333,2.7996899069152517,0.9090909090909091,11,1.4307047164464979
29,7,rank,0.7777777777777778,2.147303344886874,0.8,10,1.241693707554884
29,8,rank,0.6666666666666666,,0.625,8,
29,9,rank,0.6666666666666666,,0.42857142857142855,7,
29,10,rank,0.7,,0.5,6,
30,2,rank,0.6923076923076923,2.105723509957438,0.6,15,1.13267706742171
30,3,rank,0.625,0.9709928739832554,1.0714285714285714,14,0.8891404818039422
30,4,rank,0.4833333333333333,0.6083217360096763,0.38461538461538464,13,0.4920901513194647
30,5,rank,0.6071428571428572,1.0761531706175647,1.2727272727272727,11,0.9853411001625648
30,6,rank,0.7222222222222222,1.553718279720365,0.7,10,0.9919801673141956
30,7,rank,0.1875,,0.4444444444444444,9,
30,8,rank,0.6666666666666666,,0.625,8,
30,9,rank,0.75,,0.6666666666666666,6,
31,1,rank,0.6666666666666667,0.8157362596311927,0.8125,16,0.7649676420992864
31,2,rank,0.55,1.1356644117236303,0.6666666666666666,15,0.7841103594634323
31,3,rank,0.525,1.5693477421871362,0.6428571428571429,14,0.912401628348093
31,4,rank,0.7727272727272727,1.5073819600817913,0.8461538461538461,13,1.0420876929876366
31,5,rank,0.6857142857142857,1.4178631985111125,1.1666666666666667,12,1.0900813836306882
31,6,rank,0.7142857142857143,3.529232148747589,1.2,10,1.8145059543444342
31,7,rank,0.6428571428571428,,0.4444444444444444,9,
31,8,rank,,,0.25,8,
31,9,rank,,,0.3333333333333333,6,
32,1,rank,0.7083333333333333,1.0208534560361346,0.8571428571428571,14,0.862109882170775
32,2,rank,0.675,1.3585436548976346,1.0,13,1.0111812182992115
32,3,rank,0.6818181818181819,4.007125599581591,0.6666666666666666,12,1.785203482688813
32,4,rank,0.5833333333333333,1.2006771335708992,0.7272727272727273,11,0.8370943980589866
32,5,rank,0.7142857142857143,1.59125334696512,1.3,10,1.2018463537502782
32,6,rank,0.5,,0.7777777777777778,9,
32,7,rank,0.7,,0.875,8,
32,8,rank,0.4583333333333333,,0.42857142857142855,7,
32,9,rank,,,0.0,6,
33,2,rank,0.6333333333333333,1.5735565429971312,0.8461538461538461,13,1.0176812408281033
33,3,rank,0.4583333333333333,1.0804453848925835,0.36363636363636365,11,0.6341383606207601
33,4,rank,0.6071428571428572,,1.3333333333333333,9,
33,5,rank,0.5833333333333333,,0.875,8,
33,6,rank,0.45,,0.5714285714285714,7,
33,7,rank,,,0.0,6,
34,2,rank,0.725,0.9861417258943783,1.2142857142857142,14,0.9751424800600308
34,3,rank,0.8125,0.759033425731246,1.0,12,0.8571778085770818
34,4,rank,0.6071428571428572,0.8118410817283853,0.9090909090909091,11,0.7760249493207172
34,6,rank,0.45238095238095233,1.03246199829155,0.6,10,0.6949476502241674
34,7,rank,0.675,,0.7777777777777778,9,
34,8,rank,0.5833333333333334,,0.375,8,
34,9,rank,,,0.42857142857142855,7,
34,10,rank,0.375,,0.5,6,
1,2,percent,0.0,,0.0,6,
1,3,percent,0.0,,0.0,5,
1,4,percent,0.0,,0.0,4,
2,1,percent,0.41666666666666663,2.360394998255219,0.7,10,1.1590205549739618
2,2,percent,0.39285714285714285,,0.5555555555555556,9,
2,3,percent,0.16666666666666666,,0.25,8,
2,4,percent,0.0,,0.14285714285714285,7,
2,5,percent,0.25,,0.3333333333333333,6,
2,6,percent,0.16666666666666666,,0.4,5,
2,7,percent,0.0,,0.25,4,
3,1,percent,0.22916666666666666,0.05342680269998843,0.2727272727272727,11,0.18510691403130924
3,2,percent,0.40476190476190477,1.3578251856409185,0.8,10,0.854195696800941
3,3,percent,0.16666666666666666,,1.2222222222222223,9,
3,4,percent,0.16666666666666666,,0.875,8,
3,5,percent,0.4583333333333333,,1.2857142857142858,7,
3,7,percent,0.0,,0.2,5,
3,8,percent,0.0,,0.25,4,
4,2,percent,0.3,1.7180613688032134,1.0,11,1.0060204562677377
4,3,percent,0.25,1.8136483911808958,1.3,10,1.1212161303936319
4,4,percent,0.41666666666666663,,0.8888888888888888,9,
4,5,percent,0.0,,0.0,8,
4,6,percent,0.16666666666666666,,0.42857142857142855,7,
4,7,percent,0.25,,0.6666666666666666,6,
4,8,percent,0.0,,0.0,5,
4,9,percent,0.0,,0.25,4,
5,1,percent,0.0,-0.04773831432644765,0.9166666666666666,12,0.2896427841134063
5,2,percent,0.16666666666666666,0.949186180379841,1.0909090909090908,11,0.7355873126518662
5,3,percent,0.29166666666666663,3.5491249182908953,0.8,10,1.5469305283191872
5,4,percent,0.3333333333333333,,0.8888888888888888,9,
5,5,percent,0.3333333333333333,,0.5,8,
5,6,percent,0.29166666666666663,,0.7142857142857143,7,
5,7,percent,0.0,,0.16666666666666666,6,
5,8,percent,0.41666666666666663,,0.8,5,
5,9,percent,0.25,,0.75,4,
6,2,percent,0.125,0.21000421679503412,0.4166666666666667,12,0.25055696115390025
6,3,percent,0.3333333333333333,0.9481854166528224,1.0,10,0.7605062499953852
6,4,percent,0.25,,0.6666666666666666,9,
6,5,percent,0.08333333333333333,,0.5,8,
6,6,percent,0.29166666666666663,,0.42857142857142855,7,
6,7,percent,0.5,,1.1666666666666667,6,
6,8,percent,0.16666666666666666,,0.8,5,
6,9,percent,0.0,,0.0,4,
7,1,percent,0.21666666666666667,0.5333668472455121,0.6153846153846154,13,0.4551393764322647
7,2,percent,0.2833333333333333,2.487044032418053,1.2727272727272727,11,1.347701546159553
7,4,percent,0.3333333333333333,,0.4444444444444444,9,
7,5,percent,0.125,,0.5,8,
7,6,percent,0.16666666666666666,,0.14285714285714285,7,
7,7,percent,0.375,,0.8333333333333334,6,
7,8,percent,0.25,,0.2,5,
7,9,percent,0.0,,0.25,4,
8,2,percent,0.3833333333333333,0.8732631002289334,0.8461538461538461,13,0.700916759905371
8,3,percent,0.44285714285714284,1.0251862259986388,0.8333333333333334,12,0.7671255673963717
8,4,percent,0.125,0.0036475706753730784,0.36363636363636365,11,0.1640946447705789
8,5,percent,0.39285714285714285,,0.7777777777777778,9,
8,6,percent,0.0,,0.125,8,
8,7,percent,0.0,,0.14285714285714285,7,
8,8,percent,0.25,,0.5,6,
8,9,percent,0.25,,0.6,5,
8,10,percent,0.0,,0.0,4,
9,1,percent,0.25,0.2744499778569819,0.25,16,0.25814999261899396
9,2,percent,0.2916666666666667,0.6162127911511118,1.0,14,0.6359598192725928
9,3,percent,0.25,0.5063236091502266,0.38461538461538464,13,0.38031299792187034
9,4,percent,0.3214285714285714,1.0401083863507625,0.6363636363636364,11,0.6659668647143233
9,5,percent,0.16666666666666666,0.5317968539700476,0.6,10,0.43282117354557137
9,6,percent,0.16666666666666666,,0.4444444444444444,9,
9,7,percent,0.1,,0.42857142857142855,7,
9,8,percent,0.25,,0.2,5,
9,9,percent,0.16666666666666666,,1.0,4,
10,2,percent,0.35416666666666663,1.6288304662732587,0.8181818181818182,11,0.9337263170405812
10,3,percent,0.125,0.1873632149239129,0.5,10,0.270787738307971
10,4,percent,0.41666666666666663,,0.4444444444444444,9,
10,5,percent,0.3333333333333333,,0.375,8,
10,6,percent,0.0,,0.0,7,
10,7,percent,0.25,,0.6666666666666666,6,
10,8,percent,0.0,,0.2,5,
10,9,percent,0.0,,0.25,4,
11,1,percent,0.3333333333333333,0.2954772428774967,0.5,12,0.3762701920702767
11,2,percent,0.16666666666666666,0.19435497463173965,0.45454545454545453,11,0.2718556986146202
11,3,percent,0.40476190476190477,0.34471734119366015,0.9,10,0.5498264153185216
11,4,percent,0.41666666666666663,,0.4444444444444444,9,
11,5,percent,0.6428571428571428,,0.625,8,
11,6,percent,0.5416666666666666,,1.4285714285714286,7,
11,7,percent,0.375,,0.8333333333333334,6,
11,8,percent,0.625,,0.6,5,
11,9,percent,0.6666666666666666,,0.5,4,
12,2,percent,0.5,0.49197336757068144,0.6363636363636364,11,0.5427790013114393
12,3,percent,0.16666666666666666,0.3490176043299167,0.6,10,0.3718947569988611
12,4,percent,0.16666666666666666,,0.6666666666666666,9,
12,5,percent,0.5,,0.75,8,
12,6,percent,0.0,,0.14285714285714285,7,
12,7,percent,0.3333333333333333,,1.0,6,
12,8,percent,0.25,,0.4,5,
12,9,percent,0.0,,0.0,4,
13,1,percent,0.3,0.10639688439334923,0.4166666666666667,12,0.2743545170200053
13,2,percent,0.19642857142857142,3.8072051205210102,1.2727272727272727,11,1.758786988225618
13,3,percent,0.2,3.747239149357795,1.3,10,1.7490797164525982
13,4,percent,0.25,,0.6666666666666666,9,
13,5,percent,0.0,,0.25,8,
13,6,percent,0.45,,0.7142857142857143,7,
13,7,percent,0.25,,0.3333333333333333,6,
13,8,percent,0.0,,0.2,5,
13,9,percent,0.0,,0.0,4,
14,2,percent,0.125,-0.1916716555018575,0.25,12,0.0611094481660475
14,3,percent,0.5,0.8130415714943993,1.0,11,0.7710138571647998
14,4,percent,0.3333333333333333,0.5438439679891967,0.6,10,0.49239243377417663
14,5,percent,0.16666666666666666,,0.4444444444444444,9,
14,6,percent,0.0,,0.0,8,
14,7,percent,0.16666666666666666,,0.42857142857142855,7,
14,8,percent,0.5,,0.8333333333333334,6,
14,9,percent,0.75,,1.5,4,
15,1,percent,0.2361111111111111,0.0772292784441605,0.6153846153846154,13,0.309575001646629
15,2,percent,0.5857142857142856,1.1272891550874193,1.4166666666666667,12,1.0432233691561237
15,3,percent,0.3214285714285714,2.027806862720717,1.4545454545454546,11,1.2679269628982475
15,4,percent,0.41666666666666663,,0.5555555555555556,9,
15,6,percent,0.5,,1.75,8,
15,8,percent,0.55,,1.8571428571428572,7,
15,9,percent,0.41666666666666663,,0.4,5,
16,2,percent,0.0,0.1427041565998006,0.5833333333333334,12,0.24201249664437796
16,3,percent,0.25,0.3104244409741441,0.6363636363636364,11,0.3989293591125935
16,4,percent,0.3333333333333333,0.18103151814648943,0.3,10,0.2714549504932742
16,5,percent,0.3333333333333333,,0.2222222222222222,9,
16,6,percent,0.0,,0.125,8,
16,7,percent,0.0,,0.0,7,
16,8,percent,0.0,,0.0,6,
16,9,percent,0.0,,0.2,5,
16,10,percent,0.25,,0.75,4,
17,2,percent,0.16666666666666666,0.6156706455894458,0.6666666666666666,12,0.48300132630759307
17,3,percent,0.3333333333333333,-0.005892860203172233,0.5454545454545454,11,0.2909650061949022
17,4,percent,0.16666666666666666,-0.23420449835094684,1.0,10,0.3108207227719066
17,5,percent,0.3333333333333333,,1.4444444444444444,9,
17,7,percent,0.16666666666666666,,0.875,8,
17,8,percent,0.16666666666666666,,0.8571428571428571,7,
17,9,percent,0.5,,0.8333333333333334,6,
17,10,percent,0.25,,0.4,5,
17,11,percent,0.0,,0.0,4,
18,2,percent,0.25,0.5235572906121925,0.9090909090909091,11,0.5608827332343671
18,5,percent,0.16666666666666666,,0.4444444444444444,9,
18,6,percent,0.16666666666666666,,0.25,8,
18,7,percent,0.08333333333333333,,0.2857142857142857,7,
18,8,percent,0.625,,1.0,6,
18,9,percent,0.3333333333333333,,1.0,5,
18,10,percent,0.6666666666666666,,0.5,4,
19,1,percent,0.43333333333333335,0.48675892490251815,0.6923076923076923,13,0.5374666501811812
19,2,percent,0.38888888888888884,0.9341671056449069,0.9166666666666666,12,0.7465742204001541
19,3,percent,0.19642857142857142,0.5022573681777196,0.6363636363636364,11,0.4450165253233091
19,4,percent,0.4375,1.132330959445651,0.9,10,0.8232769864818836
19,6,percent,0.125,,0.6666666666666666,9,
19,7,percent,0.16666666666666666,,0.25,8,
19,8,percent,0.0,,0.0,7,
19,9,percent,0.25,,0.5,6,
19,10,percent,0.125,,0.4,5,
19,11,percent,0.0,,0.0,4,
20,2,percent,0.2777777777777778,2.46277832394372,1.4166666666666667,12,1.3857409227960549
20,3,percent,0.125,0.1664038959646261,0.18181818181818182,11,0.15774069259426932
20,4,percent,0.125,1.205863972164488,0.6,10,0.6436213240548293
20,5,percent,0.25,,1.0,9,
20,6,percent,0.125,,0.5,8,
20,7,percent,0.41666666666666663,,1.1428571428571428,7,
20,8,percent,0.5,,0.6666666666666666,6,
20,9,percent,0.5,,1.25,4,
21,2,percent,0.2,1.859617712256529,1.0,13,1.0198725707521763
21,4,percent,0.0,-0.34867359659490094,0.3,10,-0.01622453219830032
21,6,percent,0.0,,0.4444444444444444,9,
21,7,percent,0.3666666666666667,,1.25,8,
21,8,percent,0.1,,0.42857142857142855,7,
21,9,percent,0.5,,1.1666666666666667,6,
21,11,percent,0.25,,1.25,4,
22,2,percent,0.125,0.10201824148801805,0.75,12,0.3256727471626727
22,3,percent,0.3958333333333333,-0.01302355883537326,0.6363636363636364,11,0.33972447028719877
22,4,percent,0.16666666666666666,1.856413414055763,0.7,10,0.9076933602408098
22,6,percent,0.3214285714285714,,0.6666666666666666,9,
22,7,percent,0.5333333333333333,,1.75,8,
22,8,percent,0.5,,1.1666666666666667,6,
22,9,percent,0.8333333333333333,,1.2,5,
23,2,percent,0.4625,0.6693770842451349,0.8461538461538461,13,0.659343643466327
23,3,percent,0.3,0.18965370478691745,0.5833333333333334,12,0.3576623460400836
23,4,percent,0.3611111111111111,0.7274479853582758,0.7272727272727273,11,0.6052772745807047
23,6,percent,0.3214285714285714,,0.4444444444444444,9,
23,7,percent,0.16666666666666666,,0.875,8,
23,8,percent,0.35,,0.7142857142857143,7,
23,9,percent,0.25,,0.3333333333333333,6,
23,10,percent,0.41666666666666663,,1.4,5,
23,11,percent,0.0,,0.0,4,
24,2,percent,0.4375,0.14820462300749795,0.6666666666666666,12,0.41745709655805485
24,3,percent,0.5,0.41810673620859606,0.45454545454545453,11,0.4575507302513502
24,4,percent,0.23809523809523808,0.5371554312513415,0.4,10,0.39175022311552654
24,5,percent,0.675,,1.1111111111111112,9,
24,6,percent,0.4666666666666667,,1.5,8,
24,7,percent,0.4583333333333333,,1.2857142857142858,7,
24,8,percent,0.0,,0.0,5,
24,9,percent,0.8333333333333333,,1.5,4,
25,2,percent,0.41666666666666663,1.0200527418824514,1.0,13,0.812239802849706
25,4,percent,0.3333333333333333,0.9676587559653118,1.5454545454545454,11,0.9488155449177302
25,5,percent,0.23809523809523808,0.9998026342073915,0.7,10,0.6459659574342098
25,6,percent,0.0,,0.2222222222222222,9,
25,7,percent,0.5833333333333333,,1.25,8,
25,8,percent,0.375,,0.6666666666666666,6,
25,9,percent,0.16666666666666666,,0.8,5,
25,10,percent,0.0,,0.25,4,
26,1,percent,0.3333333333333333,0.7783369274740154,0.7,10,0.6038900869357828
26,2,percent,0.3666666666666667,,0.875,8,
26,3,percent,0.16666666666666666,,0.16666666666666666,6,
27,1,percent,0.3,0.6599327607299086,0.7692307692307693,13,0.5763878433202259
27,2,percent,0.34285714285714286,0.47703495100322263,0.75,12,0.5232973646201218
27,3,percent,0.125,1.6424531714904704,0.7272727272727273,11,0.8315752995877325
27,4,percent,0.5833333333333333,2.881908021771544,1.6,10,1.688413785034959
27,6,percent,0.3214285714285714,,0.6666666666666666,9,
27,7,percent,0.5,,1.375,8,
27,8,percent,0.6666666666666666,,1.1666666666666667,6,
28,2,percent,0.1875,0.5380744118152637,0.5833333333333334,12,0.436302581716199
28,4,percent,0.30000000000000004,5.336905324265055,0.9,10,2.1789684414216848
28,6,percent,0.325,,1.0,9,
28,7,percent,0.25,,0.875,8,
28,8,percent,0.125,,0.2857142857142857,7,
28,9,percent,0.125,,0.3333333333333333,6,
28,10,percent,0.25,,0.6,5,
29,2,percent,0.375,0.1928023478459322,1.2,15,0.5892674492819774
29,3,percent,0.3555555555555555,1.5864605106706697,0.8571428571428571,14,0.9330529744563607
29,4,percent,0.3333333333333333,1.2951171855817953,1.3076923076923077,13,0.978714275535812
29,5,percent,0.25,0.2194858345364073,1.0,12,0.48982861151213575
29,6,percent,0.2833333333333333,14.276386075318328,1.5454545454545454,11,5.3683913180354015
29,7,percent,0.16666666666666666,1.1431587896052267,1.0,10,0.7699418187572977
29,8,percent,0.2,,0.75,8,
