season,week,celebrity_name,judge_score_final_percent,fan_votes_relative_percent,judge_weight,fan_weight,total_score
2,2,Tatum O'Neal,0.0843895250488797,0.0,0.5754234310345223,0.4245765689654777,0.04855971004700012
2,2,Tia Carrere,0.1088487234370357,0.1294787315190742,0.5754234310345223,0.4245765689654777,0.11760774148623769
2,3,Drew Lachey,0.146601975579128,0.2439527070366561,0.6085261268356332,0.39147387316436677,0.18471224347819068
2,3,George Hamilton,0.131441469582156,0.0531250785787371,0.6085261268356332,0.39147387316436677,0.10078264866379263
2,3,Giselle Fernandez,0.1194922450746873,0.1265480370809921,0.6085261268356332,0.39147387316436677,0.1222544032996376
2,3,Jerry Rice,0.1030867862019241,0.0,0.6085261268356332,0.39147387316436677,0.06273100273538987
2,3,Lisa Rinna,0.1357813534723682,0.1587215315007588,0.6085261268356332,0.39147387316436677,0.14476183381622237
2,3,Master P,0.0758607052224012,0.0051238202560255,0.6085261268356332,0.39147387316436677,0.04816906288903183
2,3,Stacy Keibler,0.146601975579128,0.2263464806944448,0.6085261268356332,0.39147387316436677,0.1778198658601967
2,3,Tia Carrere,0.141133489288207,0.1861823448523853,0.6085261268356332,0.39147387316436677,0.158768939257538
2,4,Drew Lachey,0.1749999997128913,0.2540600212995829,0.6444740506505452,0.3555259493494548,0.20310788894308823
2,4,George Hamilton,0.1443749997631354,0.0321119841277919,0.6444740506505452,0.3555259493494548,0.10446258455254721
2,4,Jerry Rice,0.1499999997539068,0.1247524451131949,0.6444740506505452,0.3555259493494548,0.14102383892151546
2,4,Lisa Rinna,0.1624999997333991,0.2011037685948359,0.6444740506505452,0.3555259493494548,0.17622464130632834
2,4,Master P,0.049375001559615,0.0,0.6444740506505452,0.3555259493494548,0.03182090725600207
2,4,Stacy Keibler,0.162812498912576,0.2161410720945062,0.6444740506505452,0.3555259493494548,0.18177219052053362
2,4,Tia Carrere,0.155937500564476,0.171830708770088,0.6444740506505452,0.3555259493494548,0.16158794849998476
2,5,Drew Lachey,0.1757812507724735,0.2836891690182596,0.679098151376998,0.320901848623002,0.210409101218606
2,5,George Hamilton,0.1718750007553075,0.1802874847887889,0.679098151376998,0.320901848623002,0.17457458243316318
2,5,Jerry Rice,0.1501464836615348,0.0,0.679098151376998,0.320901848623002,0.10196419949030491
2,5,Lisa Rinna,0.1635742167222568,0.208288895594861,0.679098151376998,0.320901848623002,0.17792323983305938
2,5,Stacy Keibler,0.1953125008583039,0.2992892756220027,0.679098151376998,0.320901848623002,0.22867884009383233
2,5,Tia Carrere,0.1433105472301233,0.0284451749760877,0.679098151376998,0.320901848623002,0.10645003693103398
2,6,Drew Lachey,0.2213858775109629,0.3979873330785279,0.7143794384122791,0.28562056158772087,0.27182688442737973
2,6,George Hamilton,0.1875138336857276,0.0,0.7143794384122791,0.28562056158772087,0.13395602720294358
2,6,Jerry Rice,0.1704671215324796,0.0921046134577009,0.7143794384122791,0.28562056158772087,0.148085177968739
2,6,Lisa Rinna,0.1992472897598667,0.1351726128803801,0.7143794384122791,0.28562056158772087,0.18094624456599598
2,6,Stacy Keibler,0.2213858775109629,0.374735440583391,0.7143794384122791,0.28562056158772087,0.2651856658349414
2,7,Drew Lachey,0.2694852946691151,0.4789230301873172,0.75,0.25,0.32184472854866564
2,7,Jerry Rice,0.2011029406250024,0.0,0.75,0.25,0.15082720546875178
2,7,Lisa Rinna,0.2599264700367671,0.0698238607319117,0.75,0.25,0.21240081771055325
2,7,Stacy Keibler,0.2694852946691151,0.451253109080771,0.75,0.25,0.31492724827202906
3,1,Emmitt Smith,0.1117987429452187,0.1250837046990819,0.527090498142375,0.47290950185762504,0.11808132759043574
3,1,Harry Hamlin,0.0851957990064143,0.086156248172721,0.527090498142375,0.47290950185762504,0.08565000454321198
3,1,Jerry Springer,0.0812746973732397,0.0542639486060775,0.527090498142375,0.47290950185762504,0.06850105762895956
3,1,Joey Lawrence,0.0978239000770664,0.1054094194360682,0.527090498142375,0.47290950185762504,0.1014111642584633
3,1,Mario Lopez,0.1209522654273811,0.1274600396099652,0.527090498142375,0.47290950185762504,0.12402985367426886
3,1,Monique Coleman,0.088530629512099,0.1027059753951543,0.527090498142375,0.47290950185762504,0.09523428527231423
3,1,Sara Evans,0.0698742143407617,0.0859931524144896,0.527090498142375,0.47290950185762504,0.07749701331568226
3,1,Shanna Moakler,0.0834996870019015,0.0820341715803147,0.527090498142375,0.47290950185762504,0.08280663083391421
3,1,Tucker Carlson,0.0556897493484018,0.0,0.527090498142375,0.47290950185762504,0.029353537725473104
3,1,Vivica A. Fox,0.1028548425872639,0.1107027206956102,0.527090498142375,0.47290950185762504,0.1065661787141213
3,1,Willa Ford,0.1025054723802513,0.1201906193905171,0.527090498142375,0.47290950185762504,0.11086894644315498
3,2,Emmitt Smith,0.1028382847776779,0.1385892599619257,0.575374846229439,0.424625153770561,0.11801904811273663
3,2,Harry Hamlin,0.0965796864728484,0.0872674441963161,0.575374846229439,0.424625153770561,0.09262547416422715
3,2,Jerry Springer,0.0888224401259184,0.0395003048021311,0.575374846229439,0.424625153770561,0.0678790208297628
3,2,Joey Lawrence,0.1243947709381559,0.1482337414381202,0.575374846229439,0.424625153770561,0.13451739745243513
3,2,Mario Lopez,0.0901812644281609,0.1077294911112113,0.575374846229439,0.424625153770561,0.09763268288185184
3,2,Monique Coleman,0.1115399853409462,0.1399057143322589,0.575374846229439,0.424625153770561,0.12358478737569642
3,2,Sara Evans,0.0899834991804681,0.0962643803677272,0.575374846229439,0.424625153770561,0.09265051932042262
3,2,Shanna Moakler,0.0943343494621023,0.0,0.575374846229439,0.424625153770561,0.05427761181591127
3,2,Vivica A. Fox,0.1028382847776779,0.1257336138881708,0.575374846229439,0.424625153770561,0.11256021742184855
3,2,Willa Ford,0.0984874344960437,0.1167760499021385,0.575374846229439,0.424625153770561,0.10625324062510735
3,3,Emmitt Smith,0.090329013367665,0.0711528733746753,0.6103107058183478,0.3896892941816522,0.08285627690866829
3,3,Harry Hamlin,0.1117557827454049,0.0,0.6103107058183478,0.3896892941816522,0.06820575064663
3,3,Jerry Springer,0.1086558848989006,0.0967350901365491,0.6103107058183478,0.3896892941816522,0.1040104788018755
3,3,Joey Lawrence,0.1050130391059795,0.1280958988079178,0.6103107058183478,0.3896892941816522,0.11400818241092195
3,3,Mario Lopez,0.1050130391059795,0.1269649857372851,0.6103107058183478,0.3896892941816522,0.11356747769464628
3,3,Monique Coleman,0.1281515071823404,0.1654959679817271,0.6103107058183478,0.3896892941816522,0.1427042437528478
3,3,Sara Evans,0.1183621566901308,0.1439534036964588,0.6103107058183478,0.3896892941816522,0.12833479167325507
3,3,Vivica A. Fox,0.1281515071823404,0.1568893143541384,0.6103107058183478,0.3896892941816522,0.13935032297544678
3,3,Willa Ford,0.1045680697212585,0.1107124659112481,0.6103107058183478,0.3896892941816522,0.10696247513570797
3,4,Emmitt Smith,0.1200568045066967,0.167829366032199,0.6378616377233385,0.3621383622766615,0.13735708169930316
3,4,Jerry Springer,0.119833550834752,0.0441391535847248,0.6378616377233385,0.3621383622766615,0.09242170578110812
3,4,Joey Lawrence,0.1350639050700338,0.170975851411585,0.6378616377233385,0.3621383622766615,0.1480689985043305
3,4,Mario Lopez,0.1450061094746265,0.2238266818515767,0.6378616377233385,0.3621383622766615,0.1735500624689243
3,4,Monique Coleman,0.1200568045066967,0.1502930123319224,0.6378616377233385,0.3621383622766615,0.1310064952899807
3,4,Sara Evans,0.0999848077846152,0.0261486870897848,0.6378616377233385,0.3621383622766615,0.0732459159593274
3,4,Vivica A. Fox,0.1200568045066967,0.0,0.6378616377233385,0.3621383622766615,0.07657962994247224
3,4,Willa Ford,0.1399412133158821,0.216787247698207,0.6378616377233385,0.3621383622766615,0.16777011035455325
3,5,Emmitt Smith,0.1474903184234239,0.2394283828552749,0.6664550588508323,0.33354494114916766,0.178155794713714
3,5,Jerry Springer,0.1429173632248592,0.0804065420560309,0.6664550588508323,0.33354494114916766,0.12206719505691623
3,5,Joey Lawrence,0.1360188578161795,0.151695544030055,0.6664550588508323,0.33354494114916766,0.14124773719680056
3,5,Mario Lopez,0.1474903184234239,0.2217983480749998,0.6664550588508323,0.33354494114916766,0.1722753858004694
3,5,Monique Coleman,0.1474903184234239,0.2252443370980525,0.6664550588508323,0.33354494114916766,0.1734247780063642
3,5,Sara Evans,0.1311025052652656,0.0,0.6664550588508323,0.33354494114916766,0.08737392786205414
3,5,Willa Ford,0.1474903184234239,0.0814268458855868,0.6664550588508323,0.33354494114916766,0.12545518136368136
3,7,Emmitt Smith,0.2082022074985801,0.3204709061719565,0.7206723048000652,0.27932769519993483,0.2395619643421103
3,7,Jerry Springer,0.1828364179440671,0.0,0.7206723048000652,0.27932769519993483,0.13176514272113884
3,7,Joey Lawrence,0.2077645800218174,0.308045368904809,0.7206723048000652,0.27932769519993483,0.23577578165333468
3,7,Mario Lopez,0.2042635437966855,0.1994754066278102,0.7206723048000652,0.27932769519993483,0.20292608447700242
3,7,Monique Coleman,0.1969332507388497,0.1720083182954243,0.7206723048000652,0.27932769519993483,0.18997102680641362
3,8,Emmitt Smith,0.2478108578018463,0.3238313023048677,0.75,0.25,0.2668159689276016
3,8,Joey Lawrence,0.2475606709798407,0.3055921755505539,0.75,0.25,0.262068547122519
3,8,Mario Lopez,0.2614460846347793,0.3705765221445783,0.75,0.25,0.28872869401222906
3,8,Monique Coleman,0.2431823865835335,0.0,0.75,0.25,0.18238678993765012
4,2,Apolo Anton Ohno,0.0983532368652397,0.1391704787977163,0.5535400568207127,0.4464599431792873,0.11657650037914842
4,2,Billy Ray Cyrus,0.0907171389504471,0.1030437512950942,0.5535400568207127,0.4464599431792873,0.09622047759743135
4,2,Clyde Drexler,0.0724468724504374,0.0471175450437015,0.5535400568207127,0.4464599431792873,0.06113834237565653
4,2,Heather Mills,0.0965958299339166,0.1210658452185304,0.5535400568207127,0.4464599431792873,0.10752071156748157
4,2,Ian Ziering,0.0885461774394236,0.1154880580700022,0.5535400568207127,0.4464599431792873,0.10057464793489486
4,2,Joey Fatone,0.0965958299339166,0.1286759403847471,0.5535400568207127,0.4464599431792873,0.11091831422297965
4,2,John Ratzenberger,0.0921383510112726,0.0687009275151777,0.5535400568207127,0.4464599431792873,0.08167448024893717
4,2,Laila Ali,0.1086703086756562,0.1437387754654373,0.5535400568207127,0.4464599431792873,0.12432697436600659
4,2,Leeza Gibbons,0.0907171389504471,0.0745418662718066,0.5535400568207127,0.4464599431792873,0.0834955276294318
4,2,Paulina Porizkova,0.084521351192177,0.0,0.5535400568207127,0.4464599431792873,0.04678595354148107
4,2,Shandi Finnessey,0.0806977645970657,0.0584568119377862,0.5535400568207127,0.4464599431792873,0.07076807013655055
4,3,Apolo Anton Ohno,0.0975418292821918,0.1171389500110779,0.5875168814294421,0.41248311857055786,0.10562531075544646
4,3,Billy Ray Cyrus,0.1016783246264614,0.0893247430404427,0.5875168814294421,0.41248311857055786,0.09658268076834459
4,3,Clyde Drexler,0.0719526628067926,0.0689271760719772,0.5875168814294421,0.41248311857055786,0.07070470060322209
4,3,Heather Mills,0.1082673270697855,0.1330459202109123,0.5875168814294421,0.41248311857055786,0.11848807844242851
4,3,Ian Ziering,0.1082673270697855,0.1418727071544237,0.5875168814294421,0.41248311857055786,0.12212897904784598
4,3,Joey Fatone,0.1082673270697855,0.1404189517992738,0.5875168814294421,0.41248311857055786,0.12152932950531509
4,3,John Ratzenberger,0.098353580129974,0.0658360440481641,0.5875168814294421,0.41248311857055786,0.0849406454387184
4,3,Laila Ali,0.0947339111860623,0.1082956126383304,0.5875168814294421,0.41248311857055786,0.10032788409421671
4,3,Leeza Gibbons,0.1162037995730988,0.1351398950253976,0.5875168814294421,0.41248311857055786,0.12401461927881277
4,3,Shandi Finnessey,0.0947339111860623,0.0,0.5875168814294421,0.41248311857055786,0.055657772065649064
4,4,Apolo Anton Ohno,0.1268932345611853,0.1723924396039471,0.6078037595223503,0.39219624047764967,0.1447378517236782
4,4,Billy Ray Cyrus,0.1171537350171821,0.1294566517218447,0.6078037595223503,0.39219624047764967,0.12197889269566045
4,4,Clyde Drexler,0.077673616813263,0.0611646206243821,0.6078037595223503,0.39219624047764967,0.07119885057392406
4,4,Heather Mills,0.1199701637818386,0.1265751028760073,0.6078037595223503,0.39219624047764967,0.1225605960631554
4,4,Ian Ziering,0.1250379533652188,0.160757286553802,0.6078037595223503,0.39219624047764967,0.13904694155414965
4,4,Joey Fatone,0.1451141972207915,0.1745856532523151,0.6078037595223503,0.39219624047764967,0.15667279147775742
4,4,John Ratzenberger,0.0901979989459265,0.0320928465102166,0.6078037595223503,0.39219624047764967,0.06740937660826032
4,4,Laila Ali,0.1091523839422594,0.1429753988574848,0.6078037595223503,0.39219624047764967,0.12241764323363027
4,4,Leeza Gibbons,0.0888067163523343,0.0,0.6078037595223503,0.39219624047764967,0.05397705606978377
4,5,Apolo Anton Ohno,0.1590283831255107,0.1950413540743983,0.6304221393705101,0.36957786062948994,0.17233797988371255
4,5,Billy Ray Cyrus,0.1032594054119026,0.0383975869339346,0.6304221393705101,0.36957786062948994,0.07928791330227686
4,5,Clyde Drexler,0.0733207601512247,0.0,0.6304221393705101,0.36957786062948994,0.046223030474807116
4,5,Heather Mills,0.1186694373661246,0.1337127487289768,0.6304221393705101,0.36957786062948994,0.12422911219639081
4,5,Ian Ziering,0.1356222141327139,0.1486169238371007,0.6304221393705101,0.36957786062948994,0.14042477114476243
4,5,Joey Fatone,0.1411318672175816,0.1707940840150081,0.6304221393705101,0.36957786062948994,0.1520943658431026
4,5,John Ratzenberger,0.1108832886107706,0.1310563122595859,0.6304221393705101,0.36957786062948994,0.11833879153332785
4,5,Laila Ali,0.1580846439841709,0.1823809901509953,0.6304221393705101,0.36957786062948994,0.16706403562161937
4,6,Apolo Anton Ohno,0.1530466358319602,0.2671337194492937,0.6595508537551622,0.3404491462448378,0.1918874860470448
4,6,Billy Ray Cyrus,0.1314504566751287,0.0878323519809724,0.6595508537551622,0.3404491462448378,0.11660071017118524
4,6,Heather Mills,0.1342825339241376,0.0,0.6595508537551622,0.3404491462448378,0.08856615989407149
4,6,Ian Ziering,0.1399687656007567,0.1687627110017713,0.6595508537551622,0.3404491462448378,0.1497716397295526
4,6,Joey Fatone,0.1574648613008513,0.2248663175927824,0.6595508537551622,0.3404491462448378,0.180411629551098
4,6,John Ratzenberger,0.1206356536896948,0.003169922252073,0.6595508537551622,0.3404491462448378,0.08064454570873104
4,6,Laila Ali,0.1631510929774705,0.248234977723107,0.6595508537551622,0.3404491462448378,0.1921178288983166
4,7,Apolo Anton Ohno,0.1622353301158922,0.2208416508350124,0.6905804527151251,0.30941954728487486,0.18036927134083455
4,7,Billy Ray Cyrus,0.1302344770135222,0.0734956508492753,0.6905804527151251,0.30941954728487486,0.11267837510830571
4,7,Ian Ziering,0.1727331943873903,0.2153905983555166,0.6905804527151251,0.30941954728487486,0.18593222901155596
4,7,Joey Fatone,0.1889402582602899,0.2320196742296515,0.6905804527151251,0.30941954728487486,0.20226987164682658
4,7,John Ratzenberger,0.1569164819626153,0.0,0.6905804527151251,0.30941954728487486,0.10836345515220763
4,7,Laila Ali,0.1889402582602899,0.2582524257305439,0.6905804527151251,0.30941954728487486,0.2103867977402693
4,8,Apolo Anton Ohno,0.2176711612255306,0.316711721255072,0.7195731540247573,0.2804268459752427,0.24544479309823658
4,8,Billy Ray Cyrus,0.1627839796698317,0.0,0.7195731540247573,0.2804268459752427,0.11713498167572278
4,8,Ian Ziering,0.187910301968036,0.1812108300125679,0.7195731540247573,0.2804268459752427,0.18603159017786447
4,8,Joey Fatone,0.2197611984990378,0.2778622876369483,0.7195731540247573,0.2804268459752427,0.2360543036737085
4,8,Laila Ali,0.2118733586375636,0.2242151610954117,0.7195731540247573,0.2804268459752427,0.21533433137446745
4,9,Apolo Anton Ohno,0.2375923985309981,0.2766292799431247,0.75,0.25,0.24735161888402973
4,9,Ian Ziering,0.2481360347829986,0.0,0.75,0.25,0.18610202608724893
4,9,Joey Fatone,0.2571357833430016,0.3638227728766222,0.75,0.25,0.28380753072640674
4,9,Laila Ali,0.2571357833430016,0.359547947180253,0.75,0.25,0.28273882430231445
5,1,Albert Reed,0.0754273226387526,0.0889924990164963,0.542129813417693,0.45787018658230705,0.081638412477852
5,1,Cameron Mathison,0.0804071913242732,0.0902264987603213,0.542129813417693,0.45787018658230705,0.08490315945212557
5,1,Floyd Mayweather Jr. ,0.0689204497065199,0.0614297365201895,0.542129813417693,0.45787018658230705,0.06549067546226026
5,1,Helio Castroneves,0.0954835413128866,0.1063999180386136,0.542129813417693,0.45787018658230705,0.10048182476109797
5,1,Jane Seymour,0.1001753442153022,0.0971598969052356,0.542129813417693,0.45787018658230705,0.09879466079281289
5,1,Jennie Garth,0.0804071913242732,0.098071242830875,0.542129813417693,0.45787018658230705,0.08849503388340044
5,1,Josie Maran,0.0613104830616959,0.0,0.542129813417693,0.45787018658230705,0.03323824074278582
5,1,Marie Osmond,0.0863013930219138,0.0868622073204896,0.542129813417693,0.45787018658230705,0.08655817316944073
5,1,Mark Cuban,0.0863013930219138,0.0915096488037906,0.542129813417693,0.45787018658230705,0.0886860980685301
5,1,Mel B,0.0918939329420265,0.1014194694070057,0.542129813417693,0.45787018658230705,0.0962553921005431
5,1,Sabrina Bryan,0.093610693545324,0.1130191084928868,0.542129813417693,0.45787018658230705,0.10249722811863142
5,1,Wayne Newton,0.0797610638851179,0.0649097739040954,0.542129813417693,0.45787018658230705,0.07296110097051918
5,2,Albert Reed,0.0815342717733181,0.0,0.5713009043137095,0.4286990956862905,0.046580603196656384
5,2,Cameron Mathison,0.0869173339396009,0.105840038991631,0.5713009043137095,0.4286990956862905,0.0950294804833446
5,2,Floyd Mayweather Jr. ,0.0869173339396009,0.1104464113728007,0.5713009043137095,0.4286990956862905,0.09700422815754636
5,2,Helio Castroneves,0.111750857922344,0.140874584668362,0.5713009043137095,0.4286990956862905,0.12423617324137654
5,2,Jane Seymour,0.0947502578997124,0.0941828795801154,0.5713009043137095,0.4286990956862905,0.09450702332718916
5,2,Jennie Garth,0.0869173339396009,0.1140995182741484,0.5713009043137095,0.4286990956862905,0.09857031178259945
5,2,Marie Osmond,0.1066157231987214,0.1149943021549174,0.5713009043137095,0.4286990956862905,0.11020761242037881
5,2,Mark Cuban,0.079961792399041,0.0466934325296373,0.5713009043137095,0.4286990956862905,0.06569967660806156
5,2,Mel B,0.0952986470033139,0.1172048309284628,0.5713009043137095,0.4286990956862905,0.10468980824196279
5,2,Sabrina Bryan,0.1010442570322024,0.137531237846801,0.5713009043137095,0.4286990956862905,0.11668619271174385
5,2,Wayne Newton,0.0682921909525435,0.0181327636531235,0.5713009043137095,0.4286990956862905,0.04678888982913992
5,3,Cameron Mathison,0.0940897574065736,0.0985812378617832,0.5996974537220656,0.4003025462779344,0.09588770846935157
5,3,Floyd Mayweather Jr. ,0.0856752275624097,0.0863706680767297,0.5996974537220656,0.4003025462779344,0.08595361417107683
5,3,Helio Castroneves,0.0979145457856111,0.1169135811069583,0.5996974537220656,0.4003025462779344,0.1055199080015708
5,3,Jane Seymour,0.1200808463676257,0.1410904821145151,0.5996974537220656,0.4003025462779344,0.12849105705347744
5,3,Jennie Garth,0.106329075629775,0.12892218790297,0.5996974537220656,0.4003025462779344,0.11537315600107821
5,3,Marie Osmond,0.1141234657553804,0.0838805175324177,0.5996974537220656,0.4003025462779344,0.1020171365747767
5,3,Mark Cuban,0.0875220263051977,0.0458086406588278,0.5996974537220656,0.4003025462779344,0.07082405181708239
5,3,Mel B,0.1101538640088125,0.1474086564051001,0.5996974537220656,0.4003025462779344,0.12506705226610226
5,3,Sabrina Bryan,0.1033316909054848,0.1510240283406978,0.5996974537220656,0.4003025462779344,0.12242305501874702
5,3,Wayne Newton,0.0807795002731291,0.0,0.5996974537220656,0.4003025462779344,0.04844326062673643
5,4,Cameron Mathison,0.1133777531505812,0.1556651593666373,0.6248543281293442,0.37514567187065584,0.1292416905671709
5,4,Floyd Mayweather Jr. ,0.0968071577549266,0.0,0.6248543281293442,0.37514567187065584,0.060490371517066086
5,4,Helio Castroneves,0.1133777531505812,0.1672690281658167,0.6248543281293442,0.37514567187065584,0.133594831724138
5,4,Jane Seymour,0.11926415287925,0.1284735347438625,0.6248543281293442,0.37514567187065584,0.12271901262636349
5,4,Jennie Garth,0.1135715606718399,0.1706011516731061,0.6248543281293442,0.37514567187065584,0.13496596490451862
5,4,Marie Osmond,0.116904495634501,0.054431886308942,0.6248543281293442,0.37514567187065584,0.09346816663555117
5,4,Mark Cuban,0.0991192025245824,0.0176301629306473,0.6248543281293442,0.37514567187065584,0.06854894201602114
5,4,Mel B,0.1094046858827689,0.1270940460712384,0.6248543281293442,0.37514567187065584,0.11604077279563432
5,4,Sabrina Bryan,0.1181732383509685,0.1788350307397493,0.6248543281293442,0.37514567187065584,0.14093024721353592
5,5,Cameron Mathison,0.128245467715241,0.162616589458774,0.6511184043139099,0.3488815956860901,0.14023691951464567
5,5,Helio Castroneves,0.1135712263278863,0.1413865666440182,0.6511184043139099,0.3488815956860901,0.12327548664193003
5,5,Jane Seymour,0.1398028516260323,0.1379710948806095,0.6511184043139099,0.3488815956860901,0.13916378540978042
5,5,Jennie Garth,0.1231896371464048,0.1579016037804376,0.6511184043139099,0.3488815956860901,0.13530000345508847
5,5,Marie Osmond,0.1111759594825101,0.0109834166156534,0.6511184043139099,0.3488815956860901,0.07622062525127415
5,5,Mark Cuban,0.1111759594825101,0.0,0.6511184043139099,0.3488815956860901,0.07238871333631988
5,5,Mel B,0.1431663342621726,0.196936097159142,0.6511184043139099,0.3488815956860901,0.16192561494133
5,5,Sabrina Bryan,0.1296725639572425,0.192204631461365,0.6511184043139099,0.3488815956860901,0.15148885144963106
5,6,Cameron Mathison,0.1371445884299268,0.1481824939604064,0.6742105653402705,0.32578943465972954,0.14074062143252924
5,6,Helio Castroneves,0.1539579863689031,0.2723842374750681,0.6742105653402705,0.32578943465972954,0.19254000776565178
5,6,Jane Seymour,0.13153472913554,0.001444744919705,0.6742105653402705,0.32578943465972954,0.08915278672296999
5,6,Jennie Garth,0.1483535203892443,0.238382843110301,0.6742105653402705,0.32578943465972954,0.1776841225413357
5,6,Marie Osmond,0.1355211354005007,0.0834922930474454,0.6742105653402705,0.32578943465972954,0.11857068826429863
5,6,Mel B,0.1648372448769381,0.2561133874870739,0.6742105653402705,0.32578943465972954,0.1945740477758151
5,6,Sabrina Bryan,0.1286507953989467,0.0,0.6742105653402705,0.32578943465972954,0.08673772549739932
5,7,Cameron Mathison,0.1592463766261083,0.0961360727158609,0.7014158932193767,0.2985841067806233,0.1404026429044134
5,7,Helio Castroneves,0.1622439561546984,0.2024691222993496,0.7014158932193767,0.2985841067806233,0.17425455145810123
5,7,Jane Seymour,0.1703298197319013,0.0,0.7014158932193767,0.2985841067806233,0.11947204264914697
5,7,Jennie Garth,0.1654288833499947,0.240710455158259,0.7014158932193767,0.2985841067806233,0.18790676422540664
5,7,Marie Osmond,0.1741371535920061,0.1955753948840745,0.7014158932193767,0.2985841067806233,0.18053827171914583
5,7,Mel B,0.1686138105452911,0.2651089549424558,0.7014158932193767,0.2985841067806233,0.1974257270437858
5,8,Cameron Mathison,0.1913036252208189,0.0,0.725488678767416,0.27451132123258404,0.1387886143048688
5,8,Helio Castroneves,0.213809934070327,0.389823268300242,0.725488678767416,0.27451132123258404,0.26212758700433336
5,8,Jennie Garth,0.1875525737459008,0.1965340540344071,0.725488678767416,0.27451132123258404,0.1900180917665231
5,8,Marie Osmond,0.1972749843675443,0.077565579269058,0.725488678767416,0.27451132123258404,0.1644133974099922
5,8,Mel B,0.2100588825954089,0.3360770983962928,0.725488678767416,0.27451132123258404,0.24465230951428243
5,9,Helio Castroneves,0.2519876792990421,0.4740935855557247,0.75,0.25,0.30751415586321273
5,9,Jennie Garth,0.2434830960676446,0.0,0.75,0.25,0.18261232205073344
5,9,Marie Osmond,0.2525415453342712,0.0197247063869018,0.75,0.25,0.19433733559742886
5,9,Mel B,0.2519876792990421,0.5061817080573734,0.75,0.25,0.3155361864886249
