season,week,method,sample_count,fan_final_pearson,fan_final_spearman,judge_final_pearson,judge_final_spearman
5,3,rank,10,0.95514065372134,0.9361745372672995,0.9648949109380813,0.9722963217019398
5,4,rank,9,0.9875603688350723,1.0,0.9883424327948335,0.9660917830792958
5,5,rank,8,0.9838938731971583,0.9761904761904763,0.9819433854152155,0.9880235200593538
5,6,rank,7,0.9872177725716264,0.9910312089651149,0.9866701748335247,0.9818181818181818
5,7,rank,6,0.9940326972052326,1.0,0.9939751454043029,0.9856107606091624
5,8,rank,5,1.0,0.9999999999999999,1.0,0.9999999999999999
5,9,rank,4,0.9844951849708404,1.0,0.988538303359044,0.9486832980505139
6,2,rank,12,0.9912629233443407,0.9947414184151023,0.9920068135159399,0.9770318021201414
6,3,rank,10,0.9719124554908283,0.9878787878787878,0.9604278920823179,0.9254519912314692
6,4,rank,9,0.9612881982007269,0.9790880682441959,0.9614339114321174,0.9146635591184594
6,5,rank,8,0.98956890817302,0.9940297973880048,0.9899304307258827,0.9818362138701556
6,6,rank,7,0.9965881852095089,1.0,0.9961559741932576,0.991031208965115
6,7,rank,6,0.9800975119879275,0.9856107606091623,0.9772525204652183,0.9558823529411764
6,8,rank,5,0.9746794344808964,0.9746794344808964,0.9746794344808964,0.9746794344808964
6,9,rank,4,0.9486832980505138,0.9486832980505139,0.9486832980505138,0.9486832980505139
7,1,rank,13,0.9884427016470867,0.9903533062714965,0.9880986509919343,0.9875038098214304
7,2,rank,11,0.993057662984672,0.9977246841962695,0.9938709478838818,0.9816085127889523
7,4,rank,9,0.9869523557708699,0.9958246164193105,0.9870008191199039,0.9745013620514428
7,5,rank,8,0.9789556033532121,0.9700772721497397,0.9735436284122407,0.9818362138701556
7,6,rank,7,0.9962198895030502,1.0,0.9960587155195136,0.991031208965115
7,7,rank,6,0.9798988114454821,0.9856107606091623,0.981822621062078,0.9705882352941178
7,8,rank,5,0.9938837346736191,0.9999999999999999,0.9909924304103235,0.9746794344808963
7,9,rank,4,0.9811557810392123,1.0,0.9801539442281327,0.9486832980505139
8,2,rank,13,0.9786574951858797,0.9752103120315183,0.9767285254427712,0.9583481227703325
8,3,rank,12,0.993410532893872,0.9964973622679555,0.9944490975374531,0.985854605300315
8,4,rank,11,0.9866954028618169,0.990909090909091,0.9868917166717887,0.9680466217517131
8,5,rank,9,0.9815173884164444,0.9831920802501751,0.98292201995676,0.9745474991839799
8,6,rank,8,0.9422238029351538,0.934148484292342,0.944765144332197,0.9216867469879517
8,7,rank,7,0.8719401385778488,0.8001322641986388,0.8760137059587702,0.8991204081865278
8,8,rank,6,0.8877513587894788,0.8116794499134279,0.8866030672352515,0.8676470588235294
8,9,rank,5,0.9383148632568366,0.8999999999999998,0.9430225158385255,0.9746794344808963
8,10,rank,4,1.0,1.0,1.0,1.0
9,1,rank,16,0.9916881126932386,0.9904126469956732,0.9910254531535077,0.9903777694560503
9,2,rank,14,0.990675505095097,0.9945000517380604,0.9894509062551015,0.9777357782277547
9,3,rank,13,0.9956611191373284,0.9972489631508746,0.9956203062845704,0.9930853205827451
9,4,rank,11,0.9883746365172228,0.9908673886137246,0.9886020411412253,0.9792173920035248
9,5,rank,10,0.9872539530435613,0.996965091635306,0.9866684565430411,0.95994970174382
9,6,rank,9,0.9999999999999999,1.0,0.9999999999999999,1.0
9,7,rank,7,0.9781068006029948,0.9910312089651149,0.9787641505966482,0.9181818181818182
9,8,rank,5,0.9938837346736191,0.9999999999999999,0.9909924304103236,0.9746794344808963
9,9,rank,4,1.0,1.0,1.0,1.0
10,2,rank,11,0.9921208582971907,0.990909090909091,0.9920416187856885,0.9886130432447054
10,3,rank,10,0.993214618854786,0.9999999999999999,0.9934916727352926,0.9816498172140428
10,4,rank,9,0.9831920802501749,0.9790880682441959,0.9831920802501749,0.9790880682441959
10,5,rank,8,0.9977119678953291,1.0,0.9974624593483538,0.9940297973880049
10,6,rank,7,1.0,1.0,1.0,1.0
10,7,rank,6,0.9613462978473075,0.942857142857143,0.964133817137765,0.9710083124552246
10,8,rank,5,0.9901475429766744,0.9999999999999999,0.9908807141567177,0.9746794344808963
10,9,rank,4,0.9844951849708405,1.0,0.9885383033590441,0.9486832980505139
11,1,rank,12,0.9963570006414733,1.0,0.9957285824139357,0.9876864257062945
11,2,rank,11,0.9854604195745097,0.9954441676503464,0.9850111806986755,0.9491147605926049
11,3,rank,10,0.9874439783035291,0.9939209163101398,0.9887479063285249,0.9690188693534806
11,4,rank,9,0.9958246164193103,0.9958246164193105,0.9958246164193103,0.9958246164193105
11,5,rank,8,0.9793897607206515,0.9761904761904763,0.9802794036609519,0.9700772721497398
11,6,rank,7,0.9636241116594317,0.9549937104572925,0.9636241116594317,0.9549937104572925
11,7,rank,6,0.9954031313313568,1.0,0.9962306944324111,0.9856107606091624
11,8,rank,5,0.9921567416492215,0.9999999999999999,0.9938777433618283,0.9746794344808963
11,9,rank,4,1.0,1.0,1.0,1.0
12,2,rank,11,0.9880256137265216,0.990909090909091,0.9873968772525943,0.9793318687201541
12,3,rank,10,0.993311709439352,0.9999999999999999,0.9933440891662562,0.9785579990862869
12,4,rank,9,0.9871072555426559,0.9958246164193105,0.9879600424886168,0.9745013620514428
12,5,rank,8,0.9849962641151149,1.0,0.9811528536334987,0.9511897312113419
12,6,rank,7,0.997040538050167,1.0,0.9974785767886074,0.991031208965115
12,7,rank,6,0.9462249282844075,0.942857142857143,0.9440321649014344,0.9121593238215745
12,8,rank,5,0.9746794344808963,0.9746794344808964,0.9746794344808963,0.9746794344808964
12,9,rank,4,1.0,1.0,1.0,1.0
13,1,rank,12,0.9874676138209805,0.9859709816806179,0.9875768964497064,0.989419528226934
13,2,rank,11,0.9861060636768956,0.9977246841962695,0.9866183697569645,0.9675342130693789
13,3,rank,10,0.9846992992860368,0.9999999999999999,0.9855966054517217,0.9660917830792959
13,4,rank,9,0.9579824109382368,0.9539832459815244,0.9495857991080633,0.9702272332705154
13,5,rank,8,0.9715415405637583,0.9581010095306072,0.9737601813624739,0.969714779131018
13,6,rank,7,0.9970405380501669,1.0,0.9974785767886071,0.991031208965115
13,7,rank,6,0.9856107606091623,0.9856107606091623,0.9856107606091622,0.9856107606091623
13,8,rank,5,0.9901475429766744,0.9999999999999999,0.9908807141567177,0.9746794344808963
13,9,rank,4,1.0,1.0,1.0,1.0
14,2,rank,12,0.9911907650153361,0.99124495269876,0.9918358989104641,0.9806398819859751
14,3,rank,11,0.9908673886137245,1.0,0.9797958971132712,0.9510759457296009
14,4,rank,10,0.965531950221785,0.9634325446441845,0.9639298631011126,0.9505053951109216
14,5,rank,9,0.9933146092973153,0.9958246164193105,0.9942357132109501,0.9873505612967642
14,6,rank,8,0.988023520059354,0.9880235200593538,0.9880235200593539,0.9880235200593538
14,7,rank,7,0.9503288904374106,0.9274260335029679,0.9518416229854233,0.9633432944855657
14,8,rank,6,0.9940326972052326,1.0,0.9939751454043029,0.9856107606091624
14,9,rank,4,0.9486832980505138,0.9486832980505139,0.9486832980505138,0.9486832980505139
15,1,rank,13,0.9884374994652614,0.989010989010989,0.9887344350732891,0.9792765297180447
15,2,rank,12,0.9911237840535907,0.9930069930069931,0.9905424987297947,0.9929823694376382
15,3,rank,11,0.9815407578265398,0.9977246841962695,0.9825316751843268,0.9159948603150778
15,4,rank,9,0.9985380350198838,1.0,0.9986887016984985,0.9958246164193105
15,6,rank,8,0.9212502497232042,0.8742671711966791,0.9275453242660188,0.9394111922831736
15,8,rank,7,0.9784060920766275,0.9642857142857145,0.9804255082438389,0.991031208965115
15,9,rank,5,0.8944271909999159,0.8944271909999157,0.8944271909999159,0.8944271909999157
16,2,rank,12,0.9939619039870964,1.0,0.9937838644265229,0.9841399638930779
16,3,rank,11,0.9877932976284148,0.990909090909091,0.9882992460982165,0.9862693712811287
16,4,rank,10,0.9846971948601049,0.9848069807617047,0.9837229191647294,0.9724109379368433
16,5,rank,9,0.9809965284134692,0.9831920802501751,0.976944148760936,0.9658472446812929
16,6,rank,8,0.9853845512710819,0.9940297973880048,0.9853405985339209,0.9457831325301204
16,7,rank,7,0.9999999999999999,1.0,0.9999999999999999,1.0
16,8,rank,6,0.8944271909999157,0.9276336570439175,0.8944271909999157,0.8116794499134279
16,9,rank,5,0.9921567416492214,0.9999999999999999,0.9938777433618281,0.9746794344808963
16,10,rank,4,0.9844951849708404,1.0,0.988538303359044,0.9486832980505139
17,2,rank,12,0.9714620168288846,0.9789533946223928,0.9744799963462061,0.9469160032956347
17,3,rank,11,0.9669610896278412,0.9749455818173591,0.9645791581373564,0.916755092525809
17,4,rank,10,0.9728141072841934,0.9878787878787878,0.9757896384111069,0.9534625892455922
17,5,rank,9,0.9039181726391083,0.8954053273686237,0.9160323326216758,0.8714453079021097
17,7,rank,8,0.9767076031429325,0.9700772721497397,0.9791558286939532,0.9756823110194697
17,8,rank,7,0.9674466240041513,0.9549937104572925,0.9728071597148038,0.9725179925282852
17,9,rank,6,0.9795558927702487,0.9856107606091623,0.9793572433047237,0.9705882352941178
17,10,rank,5,1.0,0.9999999999999999,1.0,0.9999999999999999
17,11,rank,4,1.0,1.0,1.0,1.0
18,2,rank,11,0.9876649397969529,1.0,0.9868093193581375,0.9653072991634228
18,5,rank,9,0.9967749282509549,1.0,0.9968565567635695,0.991631652042901
18,6,rank,8,0.9959100033104784,1.0,0.9954180744075039,0.9880235200593538
18,7,rank,7,0.9819805060619656,0.981980506061966,0.9819805060619656,0.981980506061966
18,8,rank,6,0.9529470646935789,0.9856107606091623,0.9227996811655557,0.7514691493021796
18,9,rank,5,0.9386679716361959,0.8999999999999998,0.929991178462322,0.9746794344808963
18,10,rank,4,1.0,1.0,1.0,1.0
19,1,rank,13,0.9887390341976285,0.9875946619643335,0.9886327349522178,0.9806094182825487
19,2,rank,12,0.9889771406818826,0.9930069930069931,0.9855024261292178,0.9805806756909201
19,3,rank,11,0.9902277785866253,0.9977246841962695,0.990949385731404,0.9608030894559307
19,4,rank,10,0.9424585270153601,0.9179373709568976,0.9409084223218702,0.9512195121951219
19,6,rank,9,0.963481861426201,0.978945010372561,0.9573676875140461,0.8884856665478723
19,7,rank,8,0.957427107756338,0.9461247469114746,0.957427107756338,0.9461247469114746
19,8,rank,7,1.0,1.0,1.0,1.0
19,9,rank,6,0.9809836823546731,0.9856107606091623,0.98442775029235,0.9705882352941178
19,10,rank,5,0.8944271909999159,0.8944271909999157,0.8944271909999159,0.8944271909999157
19,11,rank,4,0.8366600265340756,0.7999999999999999,0.8366600265340757,0.7999999999999999
20,2,rank,12,0.9696848839443925,0.9754446010932804,0.9711694057503371,0.9660523648885244
20,3,rank,11,0.9843825326190099,0.9818181818181818,0.9843303211022485,0.9771791370512576
20,4,rank,10,0.976106372511761,0.9573348703109935,0.9753814271219314,0.9846625766871165
20,5,rank,9,0.9618089480761699,0.9580170197702604,0.9604649301246599,0.965966192580946
20,6,rank,8,0.9651721031981371,0.9523809523809524,0.9647448246083963,0.9639253854237597
20,7,rank,7,0.9955914553877289,1.0,0.9942355851743487,0.981980506061966
20,8,rank,6,0.9710083124552242,0.9710083124552245,0.9710083124552242,0.9710083124552245
20,9,rank,4,0.9326733179802503,0.9486832980505139,0.9505863757867168,0.888888888888889
21,2,rank,13,0.947258259433069,0.9725274725274725,0.946889097959638,0.8404977220207887
21,4,rank,10,0.9794228325678865,0.9757575757575757,0.98263456670761,0.9755335594323594
21,6,rank,9,0.913883663193154,0.912141875543738,0.9290185134527915,0.9403083318040236
21,7,rank,8,0.9639253854237596,0.9880235200593538,0.9671157280228584,0.8386549236063445
21,8,rank,7,0.9689359619684481,0.9642857142857145,0.9698729938429814,0.9549937104572924
21,9,rank,6,0.9809836823546731,0.9856107606091623,0.98442775029235,0.9705882352941178
21,11,rank,4,0.9326733179802503,1.0,0.9505863757867166,0.7745966692414834
22,2,rank,12,0.9910801612016668,1.0,0.991512411997783,0.9770084209183946
22,3,rank,11,0.9907008646744928,0.990909090909091,0.9891933965461224,0.9862693712811287
22,4,rank,10,0.9941353130047662,0.996965091635306,0.9947194871117669,0.984681107500715
22,6,rank,9,0.9141593206635896,0.9159987294294595,0.8919392251623344,0.8155182446574675
22,7,rank,8,0.9652943485372384,0.9940297973880048,0.9630557055191515,0.8309943925237006
22,8,rank,6,0.9954031313313567,1.0,0.9962306944324111,0.9856107606091624
22,9,rank,5,0.9746794344808964,0.9746794344808964,0.9746794344808964,0.9746794344808964
23,2,rank,13,0.9719575951304686,0.968284151814193,0.9678496941208338,0.963847054866082
23,3,rank,12,0.9408677056457688,0.9470496802718942,0.9284335806534825,0.8875
23,4,rank,11,0.9856734230179514,0.9886130432447054,0.9852054225172002,0.9770000221185818
23,6,rank,9,0.9497207683393715,0.94120970363394,0.9475262961481421,0.923728813559322
23,7,rank,8,0.9391571591524231,0.9047619047619048,0.9431728485447818,0.9636241116594316
23,8,rank,7,0.9871924680993902,0.9910312089651149,0.9875752833520305,0.9727272727272728
23,9,rank,6,0.8165823428712352,0.6982532518267538,0.8084620889876205,0.8754275592730113
23,10,rank,5,0.7977240352174657,0.8207826816681233,0.8461141122266493,0.8157894736842107
23,11,rank,4,1.0,1.0,1.0,1.0
24,2,rank,12,0.9832922796377477,0.9790209790209792,0.9826815948597918,0.9876864257062945
24,3,rank,11,0.9821836965423428,0.9840572227689233,0.9778639236195559,0.9538742210223544
24,4,rank,10,0.9824737353473172,0.9878787878787878,0.9809855047305746,0.9573348703109935
24,5,rank,9,0.9714066566984365,0.9790880682441959,0.9701736122606655,0.94093664602213
24,6,rank,8,0.9574271077563382,0.9523809523809524,0.9574271077563381,0.9523809523809524
24,7,rank,7,0.9964791318169688,1.0,0.9968056605717741,0.991031208965115
24,8,rank,5,0.9219544457292888,0.8999999999999998,0.9219544457292888,0.8999999999999998
24,9,rank,4,0.9486832980505138,0.9486832980505139,0.9486832980505138,0.9486832980505139
25,2,rank,13,0.9978853020201479,1.0,0.9978745104306551,0.9931081191208418
25,4,rank,11,0.9464206973694242,0.9977246841962695,0.9373713681267488,0.7278295818966454
25,5,rank,10,0.9940010171028472,0.996965091635306,0.9934516868818022,0.984681107500715
25,6,rank,9,0.992619114431096,0.9958246164193105,0.9923044251841515,0.9873505612967642
25,7,rank,8,0.9776463912070801,0.9761904761904763,0.9793840134289563,0.9639253854237597
25,8,rank,6,0.9999999999999998,1.0,0.9999999999999998,1.0
25,9,rank,5,1.0,0.9999999999999999,1.0,0.9999999999999999
25,10,rank,4,0.9844951849708404,1.0,0.988538303359044,0.9486832980505139
26,1,rank,10,0.9507332273523885,0.9361745372672995,0.9567083644833139,0.9540056835910354
26,2,rank,8,0.9262387088844234,0.9581010095306072,0.927802659789625,0.8598200365859077
26,3,rank,6,0.9940326972052326,1.0,0.993975145404303,0.9856107606091624
27,1,rank,13,0.9923721235559486,0.9945054945054945,0.9924994170096738,0.9861680751917863
27,2,rank,12,0.9920619989420112,0.9930069930069931,0.9933368094436288,0.9859399412855983
27,3,rank,11,0.9933706067160839,0.9977246841962695,0.9943297680708085,0.9816085127889523
27,4,rank,10,0.9762269894022171,0.9665698144513026,0.9777553030980812,0.975539729830124
27,6,rank,9,0.9319689782769534,0.9456149718939671,0.9337492215976125,0.8860838370611986
27,7,rank,8,0.9362015603607357,0.9221722216732094,0.9289886788130806,0.8915662650602408
27,8,rank,6,0.9943613502811663,1.0,0.9948974213627086,0.9856107606091624
28,2,rank,12,0.9851565164877675,0.9859709816806179,0.9857505326225456,0.9663363600551246
28,4,rank,10,0.985888936253646,0.996965091635306,0.9899499395645772,0.9627402883667394
28,6,rank,9,0.8135927569886199,0.7899438584070567,0.8524743082517268,0.8492641687414219
28,7,rank,8,0.9491697741713733,0.95150257112482,0.9627230330172507,0.95
28,8,rank,7,0.9161253813129042,0.9265616458263766,0.9161253813129042,0.8894991799933215
28,9,rank,6,0.956182887467515,0.942857142857143,0.9561828874675149,0.942857142857143
28,10,rank,5,0.9649012813540154,0.9746794344808964,0.9600156738532384,0.9210526315789475
29,2,rank,15,0.9784962354447551,0.9919575006559453,0.9761160607723686,0.9506032450231032
29,3,rank,14,0.9692599112246306,0.9658971741438244,0.9714794527967583,0.9567839173615492
29,4,rank,13,0.9708906358732673,0.9834748062012769,0.9661237796174587,0.9072649886300297
29,5,rank,12,0.972078676245379,0.9842396880153765,0.9685039370078738,0.9460475573993329
29,6,rank,11,0.9775419353123,0.9886130432447054,0.9834187628372233,0.944182983196012
29,7,rank,10,0.9753374629297139,0.9878787878787878,0.9781293037282092,0.963030185206165
29,8,rank,8,0.9276854778150083,0.8783100656536799,0.9334470504939588,0.9506897367752302
29,9,rank,7,0.9856931110091565,0.9910312089651149,0.9880305416354048,0.9725179925282852
29,10,rank,6,0.9311646842384715,0.8986451052612952,0.9362044689268286,0.9404032585917882
30,2,rank,15,0.9921286601908754,0.9937448114679381,0.9919437876544349,0.9847180156789224
30,3,rank,14,0.9452169341889959,0.9295176733460787,0.948526081132897,0.9420764061236446
30,4,rank,13,0.9860978428037622,0.9807199748113574,0.9869842317265191,0.973721539958569
30,5,rank,11,0.8691747580085042,0.8792733518259361,0.8829028296027474,0.9101333014311027
30,6,rank,10,0.9748356643260322,0.9787279253249042,0.9749586439310705,0.9349449333537395
30,7,rank,9,0.9836756584602062,0.9833333333333333,0.9804658597503233,0.978945010372561
30,8,rank,8,0.9798272520870255,0.9880235200593538,0.9851430923690204,0.9630363567333499
30,9,rank,6,0.919371981379512,0.9276336570439175,0.9185623603013982,0.8970588235294118
31,1,rank,16,0.977723334021966,0.9705459715583838,0.9773827324334696,0.9829635673183572
31,2,rank,15,0.9871893939998663,0.9883652477914252,0.9887194397793856,0.9792562352088651
31,3,rank,14,0.984653138928461,0.9856724259532902,0.9866030796084201,0.9745035041732878
31,4,rank,13,0.9786682422624114,0.9807199748113574,0.9807268797296695,0.9707859856239767
31,5,rank,12,0.9296935692059054,0.9403566658021552,0.9324705923484085,0.8855633802816899
31,6,rank,10,0.9312673825250304,0.966401527166472,0.92260900119542,0.7407437469876466
31,7,rank,9,0.9888402230102297,0.991631652042901,0.990094603390565,0.9830508474576273
31,8,rank,8,0.9957367611691208,1.0,0.9960653504403771,0.9880235200593538
31,9,rank,6,0.9914935292061405,1.0,0.992859462111544,0.9710083124552246
32,1,rank,14,0.9773861917563955,0.9735706436468409,0.9746124060247902,0.9744878131357897
32,2,rank,13,0.9628299605357619,0.9683640522700839,0.9609101172781648,0.9264210568451772
32,3,rank,12,0.987658208262184,0.99124495269876,0.9885635480220293,0.9665552876307006
32,4,rank,11,0.957751266280096,0.961278120390013,0.9528081306556053,0.9492549753999701
32,5,rank,10,0.9212498168812893,0.9231861823449954,0.9277339608596926,0.8600296355509931
32,6,rank,9,0.9530652303663865,0.9530652303663864,0.9530652303663865,0.9530652303663864
32,7,rank,8,0.8887886398864688,0.8982196964349441,0.9023676499944266,0.8363789970005029
32,8,rank,7,0.9636241116594317,0.9549937104572925,0.9636241116594316,0.9549937104572925
32,9,rank,6,0.9999999999999999,1.0,0.9999999999999999,1.0
33,2,rank,13,0.9813457666275489,0.9821192234671022,0.9824255472660494,0.9540500585491715
33,3,rank,11,0.9889960604305608,0.986311652350802,0.9891582399814444,0.9885321100917431
33,4,rank,9,0.8761958501984036,0.8954053273686237,0.8246340416973716,0.7186269906696167
33,5,rank,8,0.9619924164463961,0.9761904761904763,0.9442106154111453,0.8894991799933214
33,6,rank,7,0.9176629354822471,0.9369749612033814,0.9226129063148778,0.8705196492275475
33,7,rank,6,0.9999999999999998,1.0,0.9999999999999998,1.0
34,2,rank,14,0.9543838555322545,0.9537468070114979,0.9640728881777019,0.9415914668218675
34,3,rank,12,0.948950849382288,0.9352028352316922,0.9496439325925494,0.953892561326263
34,4,rank,11,0.9288784755688211,0.9066082746806284,0.9341864423688077,0.9350455600193086
34,6,rank,10,0.9752901920046047,0.9726488698881034,0.9783467061898694,0.9784454111552825
34,7,rank,9,0.9511281039117504,0.94120970363394,0.9518596107951841,0.9367171991789814
34,8,rank,8,0.9853845512710819,0.9880235200593538,0.985340598533921,0.9818362138701557
34,9,rank,7,0.9879973829081765,1.0,0.9915528306000818,0.9636241116594317
34,10,rank,6,0.8674702520656972,0.8986451052612952,0.8618020896428269,0.8060599359358184
1,2,percent,6,0.9890420502988995,1.0,0.9372821242113546,1.0
1,3,percent,5,0.998492510434663,0.8999999999999998,0.9896989464233643,0.9999999999999999
1,4,percent,4,0.9947858592755943,0.7999999999999999,0.8328042746697704,1.0
2,1,percent,10,0.9752502086100862,0.9999999999999999,0.8654148086646716,0.9483326481409007
2,2,percent,9,0.9869292937612656,1.0,0.9247562775821069,0.9539832459815243
2,3,percent,8,0.9964244621395951,0.9761904761904763,0.9453990416433282,0.9880235200593538
2,4,percent,7,0.9868097301440881,1.0,0.9325062990337449,0.991031208965115
2,5,percent,6,0.9979665619831339,1.0,0.9092879339863102,0.942857142857143
2,6,percent,5,0.9990961633642403,0.9999999999999999,0.9583439954183022,0.9486832980505137
2,7,percent,4,0.9970217306406495,1.0,0.8112185040146274,0.9486832980505139
3,1,percent,11,0.9872492630608142,0.9727272727272729,0.9536991561535682,0.9886130432447054
3,2,percent,10,0.9862684700108731,0.9999999999999999,0.7846058040917233,0.8616404368553291
3,3,percent,9,0.9863088575039515,1.0,0.7717719365797746,0.848140617848986
3,4,percent,8,0.9962377530519133,1.0,0.8683590331416473,0.8539125638299666
3,5,percent,7,0.9984673219950575,1.0,0.7783420927534788,0.7968190728895957
3,7,percent,5,0.9993490509613752,0.9999999999999999,0.9623491999490599,0.9746794344808963
3,8,percent,4,0.9994671013380965,1.0,0.7200643415846462,0.9486832980505139
4,2,percent,11,0.992123737762017,1.0,0.8581283659963436,0.9187169789126154
4,3,percent,10,0.9857257949288848,0.9878787878787878,0.7654216476001917,0.8932821728530946
4,4,percent,9,0.9934898975346699,0.9833333333333333,0.9543481922993708,0.9159987294294596
4,5,percent,8,0.9919399465000203,1.0,0.963410753402388,1.0
4,6,percent,7,0.9976696256593427,0.9642857142857145,0.9288956804105309,0.9549937104572924
4,7,percent,6,0.9944251635410546,1.0,0.9136072038092413,0.9121593238215745
4,8,percent,5,0.9994966155815486,0.9999999999999999,0.9923064690479891,0.9999999999999999
4,9,percent,4,0.9999798794972906,1.0,0.9630862886340351,0.9486832980505139
5,1,percent,12,0.9906978682628408,0.9930069930069931,0.9328576211277539,0.9625868410556143
5,2,percent,11,0.9878121860650559,0.9818181818181818,0.8538795066554028,0.9248587115682246
5,3,percent,10,0.9957769809159993,0.9878787878787878,0.9462746279794823,0.9354953314429287
5,4,percent,9,0.99812050167419,1.0,0.9065619259528732,0.948840144095737
5,5,percent,8,0.997589966823127,0.9761904761904763,0.9353720206163411,0.9518763181059627
5,6,percent,7,0.9980587794869052,0.9642857142857145,0.8836894614537726,0.900937462695559
5,7,percent,6,0.9999150384003366,1.0,0.9577196741272112,0.9856107606091624
5,8,percent,5,0.9991867060625041,0.9999999999999999,0.8765895395562306,0.7
5,9,percent,4,0.9999148879703695,1.0,0.8966354436710516,0.7378647873726218
6,2,percent,12,0.9939008882280809,0.9930069930069931,0.9546043915854382,0.9877114437266564
6,3,percent,10,0.9870191072814273,0.9393939393939393,0.7936402550752231,0.9066928292470475
6,4,percent,9,0.9955695886252832,1.0,0.931319565967255,0.9534073144497984
6,5,percent,8,0.993864215055275,1.0,0.8533353662492219,0.9518763181059627
6,6,percent,7,0.9972078840937546,1.0,0.9466587134805668,0.9549937104572924
6,7,percent,6,0.9978626511708311,1.0,0.6509461811843883,0.753702346348183
6,8,percent,5,0.9994613418511381,0.9999999999999999,0.8272858694151657,0.7
6,9,percent,4,0.9999598251435062,1.0,0.9844468961820894,1.0
7,1,percent,13,0.9867620771899877,0.9835164835164836,0.8911802408262166,0.9654449403152474
7,2,percent,11,0.990293234183043,0.9818181818181818,0.8455836305929598,0.8598269160600843
7,4,percent,9,0.9953075315417647,0.9666666666666667,0.9362613193334017,0.978945010372561
7,5,percent,8,0.9972224043166519,1.0,0.9384487293993254,0.8916309815169778
7,6,percent,7,0.9986127480914204,0.9642857142857145,0.9887988807126332,0.991031208965115
7,7,percent,6,0.9906316972401192,1.0,0.718746321870379,0.8116794499134278
7,8,percent,5,0.9989457231352611,0.9999999999999999,0.8887236667942521,0.9746794344808963
7,9,percent,4,0.9956060966317521,1.0,0.7433132657767798,0.9486832980505139
8,2,percent,13,0.9697224263715368,0.989010989010989,0.8574098020214189,0.9418607779765288
8,3,percent,12,0.9646909191760837,0.9790209790209792,0.9047797623148306,0.9559454586332539
8,4,percent,11,0.9944617880546794,0.9818181818181818,0.9751791741622403,0.986311652350802
8,5,percent,9,0.9894470760249374,1.0,0.8222702851720064,0.8786687791935092
8,6,percent,8,0.9983937763381916,0.9761904761904763,0.9848369832702486,0.9940297973880049
8,7,percent,7,0.9994632327346846,1.0,0.9827711844034457,0.991031208965115
8,8,percent,6,0.9953921186320073,1.0,0.6290726192538639,0.9276336570439174
8,9,percent,5,0.9981857593840686,0.9999999999999999,0.8381605481231234,0.8720815992723809
8,10,percent,4,0.9996027039602456,1.0,0.976886485836618,1.0
9,1,percent,16,0.9733662620492951,0.9911764705882352,0.8886700345075162,0.9970544855015814
9,2,percent,14,0.9646431761387151,1.0,0.8149506513044403,0.9677005619199919
