season,week,celebrity_name,judge_total,fan_est_percent,fan_est_rank,fan_est_percent_std,fan_est_rank_std,eliminated_flag
3,4,Shanna Moakler,0.0,0.15135256729730548,0.020408162848813003,0.0017600656200347838,0.012929383175280373,0
3,4,Willa Ford,28.0,0.0919910741208755,0.18367346563931702,0.0005027997554165123,0.004740587681777801,0
3,4,Sara Evans,20.0,0.10634575059472215,0.06122448854643901,0.002765943074852969,0.0029764403900899047,0
3,4,Jerry Springer,22.0,0.07232037735617453,0.08163265139525201,0.005425588253609913,0.002072807177062758,0
3,4,Tucker Carlson,0.0,0.15135256524164434,0.020408162848813003,0.0018443763033835071,0.011672319236901325,0
3,5,Harry Hamlin,0.0,0.14910223687808283,0.024096384961532893,0.0019627879512388664,0.020466540705267877,0
3,5,Vivica A. Fox,0.0,0.14910223687821744,0.024096384961532893,0.0023058253237214967,0.021563816596092078,0
3,5,Monique Coleman,27.0,0.08321061418555255,0.19277107969226315,0.008596258813990953,0.021586542003730013,0
3,5,Joey Lawrence,25.0,0.05141252585152463,0.13253011728843092,0.006286771469580727,0.003136410929316629,0
3,5,Mario Lopez,27.0,0.08321063303833899,0.19277107969226315,0.006422848661888988,0.023463496108172062,0
3,5,Emmitt Smith,27.0,0.08321063303833866,0.19277107969226315,0.005104321698557226,0.022164184421252456,0
3,5,Shanna Moakler,0.0,0.14910118365095099,0.024096384961532893,0.002223920975859129,0.018631614484418288,0
3,5,Willa Ford,27.0,9.999990004754295e-09,2.4096384961532892e-08,0.0011165616184619295,1.5763871368559804e-09,1
3,5,Sara Evans,24.0,0.051275436064298886,0.09638553984613157,0.00553579149992037,0.010126331649763743,0
3,5,Jerry Springer,24.0,0.05127543209159534,0.09638553984613157,0.003674673597277926,0.009809650585539058,0
3,5,Tucker Carlson,0.0,0.1490980583241097,0.024096384961532893,0.0019876034614022516,0.019998544635067773,0
3,6,Harry Hamlin,0.0,0.09090529527592549,2.6666665955555575e-08,0.0030430125661104826,2.5961466215113386e-09,1
3,6,Vivica A. Fox,0.0,0.09090973595672344,0.026666665955555575,0.0014147427977670803,0.02672290701571062,0
3,6,Monique Coleman,23.0,0.09090900498829149,0.14666666275555568,1.5605341416838974e-05,0.005776267031507707,0
3,6,Joey Lawrence,24.0,0.09090900498829149,0.17333332871111123,1.5605341416797236e-05,0.00814507939897011,0
3,6,Mario Lopez,28.0,0.09090900498829149,0.2266666606222224,1.5605343414316966e-05,0.013142918142114587,0
3,6,Emmitt Smith,25.0,0.09090900498829149,0.19999999466666682,1.5605343415134184e-05,0.010620702922713792,0
3,6,Shanna Moakler,0.0,0.09090973595672344,0.026666665955555575,0.0014368725576359538,0.031074256436316908,0
3,6,Willa Ford,0.0,0.09090973595672344,0.026666665955555575,0.0010465038158913441,0.028208722650384408,0
3,6,Sara Evans,0.0,0.09090973595672344,0.026666665955555575,0.001455399083443041,0.029816852928617032,0
3,6,Jerry Springer,18.0,0.09090900498829149,0.11999999680000009,1.5605387102071027e-05,0.0037239975542161475,0
3,6,Tucker Carlson,0.0,0.09090973595672344,0.026666665955555575,0.0011112668703104477,0.03084313394043601,0
3,7,Harry Hamlin,0.0,0.16666649166714084,0.02941176384083048,0.0012126945039889641,0.031457354091864315,0
3,7,Vivica A. Fox,0.0,0.1666664916668974,0.02941176384083048,0.0012705535218737643,0.03301925063889423,0
3,7,Monique Coleman,27.0,9.999990000009723e-09,0.16176470112456762,0.001107153957792486,0.00473360922686533,0
3,7,Joey Lawrence,28.5,9.999990000009723e-09,0.23529411072664383,0.0011071540243346514,0.016789150761400647,0
3,7,Mario Lopez,28.0,9.999990000009723e-09,0.1911764649653981,0.0011071526551096945,0.01257001730630645,0
3,7,Emmitt Smith,28.5,9.999990000009723e-09,0.23529411072664383,0.0011071537191424067,0.016985534301414414,0
3,7,Shanna Moakler,0.0,0.16666649166673494,0.02941176384083048,0.0012847304944909761,0.03114702843584263,0
3,7,Willa Ford,0.0,0.1666664916668522,0.02941176384083048,0.0016310827570072302,0.03217134975197344,0
3,7,Sara Evans,0.0,0.16666649166679784,0.02941176384083048,0.001183967715657548,0.03342176902729873,0
3,7,Jerry Springer,23.0,9.99999410096848e-09,2.9411763840830475e-08,8.60103808834614e-13,2.2540997391787163e-09,1
3,7,Tucker Carlson,0.0,0.16666649166662276,0.02941176384083048,0.0008985891190409456,0.03016874702040963,0
3,8,Harry Hamlin,0.0,0.14285698826019833,0.035714284438775556,0.0013385537554807879,0.038338970982088195,0
3,8,Vivica A. Fox,0.0,0.14285698825815657,0.035714284438775556,0.0010534047273654979,0.03763495587509213,0
3,8,Monique Coleman,26.5,9.999990000009152e-09,3.571428443877555e-08,1.8979717790171067e-08,3.6420269175477383e-09,1
3,8,Joey Lawrence,27.0,1.0000154872378416e-08,0.23214284885204112,1.0849728541291054e-08,0.016947349412662245,0
3,8,Mario Lopez,28.5,1.000014812515923e-08,0.28571427551020445,1.0851044951865487e-08,0.01896370862465785,0
3,8,Emmitt Smith,27.0,1.0000222398211803e-08,0.23214284885204112,1.0852917351701807e-08,0.020107766930039843,0
3,8,Shanna Moakler,0.0,0.14285698825720677,0.035714284438775556,0.0009662324431231866,0.0415281824436649,0
3,8,Willa Ford,0.0,0.1428569882575343,0.035714284438775556,0.00107218151884882,0.038639337186143916,0
3,8,Sara Evans,0.0,0.14285698340100988,0.035714284438775556,0.0009207080900772692,0.04137599377206624,0
3,8,Jerry Springer,0.0,0.14285698825770032,0.035714284438775556,0.0011222593003216003,0.039950439172372544,0
3,8,Tucker Carlson,0.0,0.14285703530867847,0.035714284438775556,0.0011881064228391447,0.041947841757293165,0
3,9,Harry Hamlin,0.0,0.09090396815056412,3.7735847632609523e-08,0.003229187388307922,3.2749530573160745e-09,1
3,9,Vivica A. Fox,0.0,0.09090971593212356,0.03773584763260953,0.0006683250459839001,0.04526548458598379,0
3,9,Monique Coleman,0.0,0.09090971593212356,0.03773584763260953,0.0006967317528183316,0.045058172151294,0
3,9,Joey Lawrence,29.5,0.09090900677519037,0.24528300961196192,1.343801438191364e-05,0.023320027635385054,0
3,9,Mario Lopez,29.5,0.09090900677519037,0.24528300961196192,1.3438014323709974e-05,0.02320990573412547,0
3,9,Emmitt Smith,29.5,0.09090900677519037,0.24528300961196192,1.3438014323814977e-05,0.022592391707097776,0
3,9,Shanna Moakler,0.0,0.09090971593212356,0.03773584763260953,0.0008509717853509435,0.042776534670221494,0
3,9,Willa Ford,0.0,0.09090971593212356,0.03773584763260953,0.0012069878342693499,0.04511799341445982,0
3,9,Sara Evans,0.0,0.09090971593212356,0.03773584763260953,0.0009048925388752349,0.04453274481211404,0
3,9,Jerry Springer,0.0,0.09090971593212356,0.03773584763260953,0.0011935986314453454,0.04114071281992041,0
3,9,Tucker Carlson,0.0,0.09090971593212356,0.03773584763260953,0.001011771439134392,0.0442242138293157,0
3,10,Harry Hamlin,0.0,0.09090330740049457,4.761904535147403e-08,0.00406709340995163,4.44996834506755e-09,1
3,10,Vivica A. Fox,0.0,0.09090970965885,0.04761904535147403,0.001184805267668579,0.05536255170671205,0
3,10,Monique Coleman,0.0,0.09090970965885,0.04761904535147403,0.0012920200597498236,0.05729935330460274,0
3,10,Joey Lawrence,0.0,0.09090970965885,0.04761904535147403,0.0012306193545707964,0.04791412477628902,0
3,10,Mario Lopez,29.666600000000003,0.0909090076648528,0.3095237947845812,3.595587529538993e-05,0.02569923402929478,0
3,10,Emmitt Smith,29.666600000000003,0.0909090076648528,0.3095237947845812,3.595587529519156e-05,0.02556367481496886,0
3,10,Shanna Moakler,0.0,0.09090970965885,0.04761904535147403,0.0010395935004416438,0.0506352217651809,0
3,10,Willa Ford,0.0,0.09090970965885,0.04761904535147403,0.0010340189607053719,0.04939726169424349,0
3,10,Sara Evans,0.0,0.09090970965885,0.04761904535147403,0.0010197888738872093,0.056078719217077105,0
3,10,Jerry Springer,0.0,0.09090970965885,0.04761904535147403,0.0009211259162751375,0.05233838748597271,0
3,10,Tucker Carlson,0.0,0.09090970965885,0.04761904535147403,0.0007546014232774357,0.05685314755893631,0
4,1,John Ratzenberger,17.0,0.09090900000009092,0.06153846059171599,1.3877787807814457e-17,0.0,0
4,1,Ian Ziering,21.0,0.09090900000009092,0.1307692287573965,1.3877787807814457e-17,0.007667652678575879,0
4,1,Clyde Drexler,16.0,0.09090900000009092,0.04615384544378699,1.3877787807814457e-17,6.938893903907228e-18,0
4,1,Laila Ali,23.0,0.09090900000009092,0.15384615147928998,1.3877787807814457e-17,0.0,0
4,1,Apolo Anton Ohno,21.0,0.09090900000009092,0.1307692287573965,1.3877787807814457e-17,0.007667652678575877,0
4,1,Shandi Finnessey,19.0,0.09090900000009092,0.0999999984615385,1.3877787807814457e-17,0.007636722126198652,0
4,1,Paulina Porizkova,19.0,0.09090900000009092,0.0999999984615385,1.3877787807814457e-17,0.007636722126198653,0
4,1,Heather Mills,18.0,0.09090900000009092,0.07692307573964499,1.3877787807814457e-17,0.0,0
4,1,Billy Ray Cyrus,13.0,0.09090900000009092,1.5384615147929e-08,1.3877787807814457e-17,3.308722450212111e-24,1
4,1,Joey Fatone,24.0,0.09090900000009092,0.16923076662721898,1.3877787807814457e-17,2.7755575615628914e-17,0
4,1,Leeza Gibbons,15.0,0.09090900000009092,0.030769230295857996,1.3877787807814457e-17,0.0,0
4,2,John Ratzenberger,21.0,0.09091978298067832,0.0731707305175491,0.0019865014622025287,0.01672528637299841,0
4,2,Ian Ziering,22.0,0.09091207479294201,0.11382113636063193,0.0005562454147875947,0.002005026214439683,0
4,2,Clyde Drexler,18.0,0.09352547762310189,0.016260162337233132,0.0033999333441731426,0.0002864323163485263,0
4,2,Laila Ali,27.0,0.09091207482777745,0.17886178570956446,0.0005562581682490769,0.003150755479833794,0
4,2,Apolo Anton Ohno,26.0,0.09091207339265096,0.16260162337233133,0.0005562480368962121,0.002864323163485271,0
4,2,Shandi Finnessey,20.0,0.09828532169965051,0.032520324674466264,0.0021861763951536947,0.0005728646326970526,0
4,2,Paulina Porizkova,21.0,0.08086847938417548,1.626016233723313e-08,0.0014849439840549895,2.864323163485255e-10,1
4,2,Heather Mills,24.0,0.09091207450262162,0.13821137986648163,0.0005562478858725067,0.008421237076074855,0
4,2,Billy Ray Cyrus,21.0,0.09091978349044763,0.0731707305175491,0.0019620557477244916,0.019177707885035266,0
4,2,Joey Fatone,24.0,0.0909120745517631,0.13821137986648163,0.0005562819233546947,0.008554026965737305,0
4,2,Leeza Gibbons,21.0,0.090919782755191,0.0731707305175491,0.0021082441043573006,0.017670365275899668,0
