season,week,celebrity_name,ballroom_partner,partner_total_seasons,partner_avg_placement,partner_final_rate,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,age_group,results,placement,week_total_judge,season_total_weeks,weekly_contestant_count,weekly_sum_judge,weekly_mean_judge,weekly_std_judge,judge_pct,judge_share,judge_zscore,rank_pct,popularity_deviation,judge_rank_interaction,judge_popularity_interaction,rank_popularity_interaction,cumulative_weeks,relative_cumulative_weeks,week_total_judge_change,week_total_judge_trend,survival_advantage,weekly_judge_rank,weekly_judge_rank_pct,weekly_judge_share_rank,weekly_judge_share_rank_pct
1,6,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,27.0,6,3,54.5,18.166666666666668,15.73478100684383,0.9818181818181818,0.4954128440366973,0.5613890227955052,0.6666666666666667,-0.31515151515151507,0.6545454545454547,-0.3094214876033057,-0.21010101010101007,6,1.0,0.0,27.0,0.0,2,0.6666666666666666,2,0.6666666666666666
1,1,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,13.0,6,6,109.0,18.166666666666668,2.714160398109638,0.65,0.11926605504587157,-1.9035966593076648,0.16666666666666663,-0.4833333333333334,0.10833333333333331,-0.3141666666666667,-0.08055555555555555,1,0.16666666666666666,0.0,13.0,0.0,6,1.0,6,1.0
1,2,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,17.0,6,6,121.0,20.166666666666668,4.445971959725642,0.6538461538461539,0.14049586776859505,-0.7122552043405331,0.33333333333333337,-0.3205128205128205,0.21794871794871798,-0.20956607495069032,-0.10683760683760685,2,0.3333333333333333,4.0,15.0,0.0,5,0.8333333333333334,5,0.8333333333333334
1,3,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,21.0,6,5,106.0,21.2,4.969909455915671,0.8076923076923077,0.19811320754716982,-0.040242181829276545,0.4,-0.4076923076923077,0.3230769230769231,-0.32928994082840235,-0.1630769230769231,3,0.5,4.0,19.0,0.0,4,0.8,4,0.8
1,4,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,26.0,6,4,92.0,23.0,2.943920288775949,1.0,0.2826086956521739,1.0190493307301363,1.0,0.0,1.0,0.0,0.0,4,0.6666666666666666,5.0,23.5,0.0,1,0.25,1,0.25
1,5,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,23.5,6,3,73.0,24.333333333333332,2.362907813126304,0.8703703703703703,0.3219178082191781,-0.35267280792929867,0.6666666666666667,-0.2037037037037036,0.5802469135802469,-0.17729766803840868,-0.13580246913580243,5,0.8333333333333334,-2.5,24.75,0.0,2,0.6666666666666666,2,0.6666666666666666
1,6,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,27.5,6,3,54.5,18.166666666666668,15.73478100684383,1.0,0.5045871559633027,0.5931657599348733,1.0,0.0,1.0,0.0,0.0,6,1.0,4.0,25.5,0.0,1,0.3333333333333333,1,0.3333333333333333
1,1,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,20.0,6,6,109.0,18.166666666666668,2.714160398109638,1.0,0.1834862385321101,0.6754697823349772,1.0,0.0,1.0,0.0,0.0,1,0.16666666666666666,0.0,20.0,0.0,1,0.16666666666666666,1,0.16666666666666666
1,2,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,24.0,6,6,121.0,20.166666666666668,4.445971959725642,0.9230769230769231,0.19834710743801653,0.8622036684122237,0.8333333333333334,-0.08974358974358976,0.7692307692307693,-0.08284023668639055,-0.0747863247863248,2,0.3333333333333333,4.0,22.0,0.0,2,0.3333333333333333,2,0.3333333333333333
1,3,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,26.0,6,5,106.0,21.2,4.969909455915671,1.0,0.24528301886792453,0.9658123639026407,1.0,0.0,1.0,0.0,0.0,3,0.5,2.0,25.0,0.0,1,0.2,1,0.2
1,4,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,25.0,6,4,92.0,23.0,2.943920288775949,0.9615384615384616,0.2717391304347826,0.6793662204867574,0.75,-0.21153846153846156,0.7211538461538461,-0.20340236686390537,-0.15865384615384617,4,0.6666666666666666,-1.0,25.5,0.0,2,0.5,2,0.5
1,1,Trista Sutter,Louis van Amstel,11,7.0,0.09090909090909091,TV Personality,Indiana,United States,32,25-34,Eliminated Week 2,6,18.0,6,6,109.0,18.166666666666668,2.714160398109638,0.9,0.1651376146788991,-0.06140634384863477,0.5,-0.4,0.45,-0.36000000000000004,-0.2,1,0.16666666666666666,0.0,18.0,0.0,4,0.6666666666666666,4,0.6666666666666666
1,2,Trista Sutter,Louis van Amstel,11,7.0,0.09090909090909091,TV Personality,Indiana,United States,32,25-34,Eliminated Week 2,6,19.0,6,6,121.0,20.166666666666668,4.445971959725642,0.7307692307692307,0.15702479338842976,-0.2624098121254598,0.5,-0.23076923076923073,0.36538461538461536,-0.16863905325443782,-0.11538461538461536,2,0.3333333333333333,1.0,18.5,0.0,4,0.6666666666666666,4,0.6666666666666666
2,1,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,24.0,8,10,195.0,19.5,4.143267631552018,1.0,0.12307692307692308,1.086099282057325,1.0,0.0,1.0,0.0,0.0,1,0.125,0.0,24.0,0.0,1,0.1,1,0.1
2,2,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.0,8,9,200.0,22.22222222222222,4.236088342379611,0.9310344827586207,0.135,1.1278749146893086,0.8888888888888888,-0.04214559386973182,0.8275862068965516,-0.03923900118906066,-0.037462750106428286,2,0.25,3.0,25.5,0.0,2,0.2222222222222222,2,0.2222222222222222
2,3,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.0,8,8,182.0,22.75,4.527692569068709,1.0,0.14835164835164835,0.9386679716361955,1.0,0.0,1.0,0.0,0.0,3,0.375,0.0,27.0,0.0,1,0.125,1,0.125
2,4,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,28.0,8,7,158.0,22.571428571428573,6.778818551368737,1.0,0.17721518987341772,0.8008137977782757,1.0,0.0,1.0,0.0,0.0,4,0.5,1.0,27.5,0.0,1,0.14285714285714285,1,0.14285714285714285
2,5,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.9,0.17880794701986755,0.6263765644712502,0.8333333333333334,-0.06666666666666665,0.75,-0.05999999999999999,-0.055555555555555546,5,0.625,-1.0,27.5,0.0,2,0.3333333333333333,2,0.3333333333333333
2,6,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,30.0,8,5,133.0,26.6,3.507135583350036,1.0,0.22556390977443608,0.9694521124707414,1.0,0.0,1.0,0.0,0.0,6,0.75,3.0,28.5,0.0,1,0.2,1,0.2
2,7,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.5,8,4,102.0,25.5,3.366501646120692,1.0,0.2696078431372549,0.5940885257860047,1.0,0.0,1.0,0.0,0.0,7,0.875,-2.5,28.75,0.0,1,0.25,1,0.25
2,8,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,28.9998,8,3,84.3329,28.110966666666666,1.2619106637687671,1.0,0.34387291318097685,0.7043551963328241,1.0,0.0,1.0,0.0,0.0,8,1.0,1.4998000000000005,28.2499,0.0,1,0.3333333333333333,1,0.3333333333333333
2,1,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.18181818181818182,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,18.0,8,10,195.0,19.5,4.143267631552018,0.75,0.09230769230769231,-0.3620330940191084,0.30000000000000004,-0.44999999999999996,0.22500000000000003,-0.33749999999999997,-0.135,1,0.125,0.0,18.0,0.0,8,0.8,8,0.8
2,2,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.18181818181818182,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,22.0,8,9,200.0,22.22222222222222,4.236088342379611,0.7586206896551724,0.11,-0.05245929835764206,0.5555555555555556,-0.2030651340996168,0.421455938697318,-0.15404941207557135,-0.112813963388676,2,0.25,4.0,20.0,0.0,5,0.5555555555555556,5,0.5555555555555556
2,3,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.18181818181818182,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,22.0,8,8,182.0,22.75,4.527692569068709,0.8148148148148148,0.12087912087912088,-0.1656472891122698,0.5,-0.31481481481481477,0.4074074074074074,-0.2565157750342935,-0.15740740740740738,3,0.375,0.0,22.0,0.0,5,0.625,5,0.625
2,4,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.18181818181818182,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,21.0,8,7,158.0,22.571428571428573,6.778818551368737,0.75,0.13291139240506328,-0.23181452040950115,0.2857142857142857,-0.4642857142857143,0.21428571428571427,-0.3482142857142857,-0.1326530612244898,4,0.5,-1.0,21.5,0.0,6,0.8571428571428571,6,0.8571428571428571
2,5,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.18181818181818182,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,24.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.8,0.15894039735099338,-0.3986032682998872,0.5,-0.30000000000000004,0.4,-0.24000000000000005,-0.15000000000000002,5,0.625,3.0,22.5,0.0,4,0.6666666666666666,4,0.6666666666666666
2,6,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.18181818181818182,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,23.0,8,5,133.0,26.6,3.507135583350036,0.7666666666666667,0.17293233082706766,-1.0264787073219623,0.4,-0.3666666666666667,0.3066666666666667,-0.28111111111111114,-0.1466666666666667,6,0.75,-1.0,23.5,0.0,4,0.8,4,0.8
2,1,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,23.0,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.11794871794871795,0.8447438860445862,0.9,-0.05833333333333335,0.8625,-0.055902777777777794,-0.05250000000000001,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2
2,2,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,24.0,8,9,200.0,22.22222222222222,4.236088342379611,0.8275862068965517,0.12,0.41967438686113817,0.7777777777777778,-0.04980842911877392,0.6436781609195402,-0.04122076892588187,-0.03873988931460194,2,0.25,1.0,23.5,0.0,3,0.3333333333333333,3,0.3333333333333333
2,3,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.14285714285714285,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,22.0,8,8,182.0,22.75,4.527692569068709,0.8148148148148148,0.12087912087912088,-0.1656472891122698,0.5,-0.31481481481481477,0.4074074074074074,-0.2565157750342935,-0.15740740740740738,3,0.375,-2.0,23.0,0.0,5,0.625,5,0.625
2,1,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,21.0,8,10,195.0,19.5,4.143267631552018,0.875,0.1076923076923077,0.3620330940191084,0.6,-0.275,0.525,-0.24062500000000003,-0.165,1,0.125,0.0,21.0,0.0,5,0.5,5,0.5
2,2,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,23.0,8,9,200.0,22.22222222222222,4.236088342379611,0.7931034482758621,0.115,0.18360754425174805,0.6666666666666667,-0.12643678160919536,0.5287356321839082,-0.10027744748315494,-0.08429118773946358,2,0.25,2.0,22.0,0.0,4,0.4444444444444444,4,0.4444444444444444
2,3,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,19.0,8,8,182.0,22.75,4.527692569068709,0.7037037037037037,0.1043956043956044,-0.828236445561349,0.25,-0.4537037037037037,0.17592592592592593,-0.3192729766803841,-0.11342592592592593,3,0.375,-4.0,21.0,0.0,7,0.875,7,0.875
2,4,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,24.0,8,7,158.0,22.571428571428573,6.778818551368737,0.8571428571428571,0.1518987341772152,0.21074047309954605,0.4285714285714286,-0.4285714285714285,0.3673469387755102,-0.3673469387755101,-0.18367346938775508,4,0.5,5.0,21.5,0.0,5,0.7142857142857143,5,0.7142857142857143
2,5,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,23.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.7666666666666667,0.152317880794702,-0.740263212556933,0.33333333333333337,-0.43333333333333335,0.2555555555555556,-0.33222222222222225,-0.14444444444444446,5,0.625,-1.0,23.5,0.0,5,0.8333333333333334,5,0.8333333333333334
2,6,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,23.0,8,5,133.0,26.6,3.507135583350036,0.7666666666666667,0.17293233082706766,-1.0264787073219623,0.4,-0.3666666666666667,0.3066666666666667,-0.28111111111111114,-0.1466666666666667,6,0.75,0.0,23.0,0.0,4,0.8,4,0.8
2,7,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,20.5,8,4,102.0,25.5,3.366501646120692,0.7454545454545455,0.20098039215686275,-1.4852213144650117,0.25,-0.4954545454545455,0.18636363636363637,-0.36933884297520664,-0.12386363636363637,7,0.875,-2.5,21.75,0.0,4,1.0,4,1.0
2,8,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.18181818181818182,Athlete,Mississippi,United States,43,35-44,2nd Place,2,26.666600000000003,8,3,84.3329,28.110966666666666,1.2619106637687671,0.9195442727191223,0.31620636785880724,-1.1445870996548848,0.33333333333333337,-0.5862109393857889,0.3065147575730408,-0.5390469119174988,-0.19540364646192968,8,1.0,6.1666000000000025,23.5833,0.0,3,1.0,3,1.0
2,1,Kenny Mayne,Andrea Hale,1,10.0,0.0,Sports Broadcaster,Washington,United States,46,45-54,Eliminated Week 1,10,13.0,8,10,195.0,19.5,4.143267631552018,0.5416666666666666,0.06666666666666667,-1.5688100740828028,0.19999999999999996,-0.3416666666666667,0.1083333333333333,-0.18506944444444443,-0.06833333333333332,1,0.125,0.0,13.0,0.0,9,0.9,9,0.9
2,1,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,19.0,8,10,195.0,19.5,4.143267631552018,0.7916666666666666,0.09743589743589744,-0.12067769800636945,0.4,-0.3916666666666666,0.31666666666666665,-0.3100694444444444,-0.15666666666666665,1,0.125,0.0,19.0,0.0,7,0.7,7,0.7
2,2,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,20.0,8,9,200.0,22.22222222222222,4.236088342379611,0.6896551724137931,0.1,-0.5245929835764223,0.33333333333333337,-0.3563218390804598,0.22988505747126442,-0.24573919936583435,-0.11877394636015327,2,0.25,1.0,19.5,0.0,7,0.7777777777777778,7,0.7777777777777778
2,3,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,25.0,8,8,182.0,22.75,4.527692569068709,0.9259259259259259,0.13736263736263737,0.4969418673368094,0.625,-0.30092592592592593,0.5787037037037037,-0.27863511659807955,-0.18807870370370372,3,0.375,5.0,22.5,0.0,4,0.5,4,0.5
2,4,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,26.0,8,7,158.0,22.571428571428573,6.778818551368737,0.9285714285714286,0.16455696202531644,0.5057771354389109,0.8571428571428572,-0.0714285714285714,0.7959183673469389,-0.06632653061224487,-0.061224489795918345,4,0.5,1.0,25.5,0.0,2,0.2857142857142857,2,0.2857142857142857
2,5,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,25.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.8333333333333334,0.16556291390728478,-0.05694332404284137,0.6666666666666667,-0.16666666666666663,0.5555555555555557,-0.13888888888888887,-0.1111111111111111,5,0.625,-1.0,25.5,0.0,3,0.5,3,0.5
2,6,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,27.0,8,5,133.0,26.6,3.507135583350036,0.9,0.20300751879699247,0.11405318970243981,0.6,-0.30000000000000004,0.54,-0.2700000000000001,-0.18000000000000002,6,0.75,2.0,26.0,0.0,3,0.6,3,0.6
2,7,Lisa Rinna,Louis van Amstel,11,7.0,0.09090909090909091,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,26.5,8,4,102.0,25.5,3.366501646120692,0.9636363636363636,0.25980392156862747,0.29704426289300234,0.5,-0.4636363636363636,0.4818181818181818,-0.4467768595041322,-0.2318181818181818,7,0.875,-0.5,26.75,0.0,3,0.75,3,0.75
2,1,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,12.0,8,10,195.0,19.5,4.143267631552018,0.5,0.06153846153846154,-1.8101654700955419,0.09999999999999998,-0.4,0.04999999999999999,-0.2,-0.039999999999999994,1,0.125,0.0,12.0,0.0,10,1.0,10,1.0
2,2,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,16.0,8,9,200.0,22.22222222222222,4.236088342379611,0.5517241379310345,0.08,-1.4688603540139828,0.11111111111111116,-0.4406130268199233,0.06130268199233719,-0.24309684238340595,-0.048957002979991504,2,0.25,4.0,14.0,0.0,9,1.0,9,1.0
2,3,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,14.0,8,8,182.0,22.75,4.527692569068709,0.5185185185185185,0.07692307692307693,-1.9325517063098143,0.125,-0.3935185185185185,0.06481481481481481,-0.2040466392318244,-0.04918981481481481,3,0.375,-2.0,15.0,0.0,8,1.0,8,1.0
2,4,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,8.0,8,7,158.0,22.571428571428573,6.778818551368737,0.2857142857142857,0.05063291139240506,-2.1495528256153724,0.1428571428571429,-0.1428571428571428,0.040816326530612256,-0.04081632653061223,-0.02040816326530612,4,0.5,-6.0,11.0,0.0,7,1.0,7,1.0
2,1,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.14285714285714285,Athlete,Maryland,United States,26,25-34,3rd Place,3,22.0,8,10,195.0,19.5,4.143267631552018,0.9166666666666666,0.11282051282051282,0.6033884900318472,0.7,-0.21666666666666667,0.6416666666666666,-0.1986111111111111,-0.15166666666666667,1,0.125,0.0,22.0,0.0,4,0.4,4,0.4
2,2,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.14285714285714285,Athlete,Maryland,United States,26,25-34,3rd Place,3,29.0,8,9,200.0,22.22222222222222,4.236088342379611,1.0,0.145,1.6000085999080889,1.0,0.0,1.0,0.0,0.0,2,0.25,7.0,25.5,0.0,1,0.1111111111111111,1,0.1111111111111111
2,3,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.14285714285714285,Athlete,Maryland,United States,26,25-34,3rd Place,3,27.0,8,8,182.0,22.75,4.527692569068709,1.0,0.14835164835164835,0.9386679716361955,1.0,0.0,1.0,0.0,0.0,3,0.375,-2.0,28.0,0.0,1,0.125,1,0.125
2,4,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.14285714285714285,Athlete,Maryland,United States,26,25-34,3rd Place,3,26.0,8,7,158.0,22.571428571428573,6.778818551368737,0.9285714285714286,0.16455696202531644,0.5057771354389109,0.8571428571428572,-0.0714285714285714,0.7959183673469389,-0.06632653061224487,-0.061224489795918345,4,0.5,-1.0,26.5,0.0,2,0.2857142857142857,2,0.2857142857142857
2,5,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.14285714285714285,Athlete,Maryland,United States,26,25-34,3rd Place,3,30.0,8,6,151.0,25.166666666666668,2.9268868558020253,1.0,0.1986754966887417,1.6513563972423875,1.0,0.0,1.0,0.0,0.0,5,0.625,4.0,28.0,0.0,1,0.16666666666666666,1,0.16666666666666666
