season,week,celebrity_name,ballroom_partner,partner_total_seasons,partner_avg_placement,partner_final_rate,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,age_group,results,placement,week_total_judge,season_total_weeks,weekly_contestant_count,weekly_sum_judge,weekly_mean_judge,weekly_std_judge,judge_pct,judge_share,judge_zscore,rank_pct,popularity_deviation,cumulative_weeks,relative_cumulative_weeks,week_total_judge_change,week_total_judge_trend,survival_advantage,weekly_judge_rank,weekly_judge_rank_pct,weekly_judge_share_rank,weekly_judge_share_rank_pct,composite_attractiveness
1,5,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,23.5,6,3,73.0,24.33333333333333,2.362907813126304,0.8703703703703703,0.3219178082191781,-0.3526728079292986,0.6666666666666667,-0.2037037037037036,5,0.8333333333333334,-2.5,24.75,0.0,2,0.6666666666666666,2,0.6666666666666666,0.6680471585644997
1,6,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,27.5,6,3,54.5,18.166666666666668,15.73478100684383,1.0,0.5045871559633027,0.5931657599348733,1.0,0.0,6,1.0,4.0,25.5,0.0,1,0.3333333333333333,1,0.3333333333333333,0.8248498525521663
1,1,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,20.0,6,6,109.0,18.166666666666668,2.714160398109638,1.0,0.1834862385321101,0.6754697823349772,1.0,0.0,1,0.1666666666666666,0.0,20.0,0.0,1,0.1666666666666666,1,0.1666666666666666,0.6731393773340767
1,2,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,24.0,6,6,121.0,20.166666666666668,4.445971959725642,0.9230769230769232,0.1983471074380165,0.8622036684122237,0.8333333333333334,-0.0897435897435897,2,0.3333333333333333,4.0,22.0,0.0,2,0.3333333333333333,2,0.3333333333333333,0.6637132134688128
1,3,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,26.0,6,5,106.0,21.2,4.969909455915671,1.0,0.2452830188679245,0.9658123639026408,1.0,0.0,3,0.5,2.0,25.0,0.0,1,0.2,1,0.2,0.7655495734789565
1,4,Rachel Hunter,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,Model,Unknown,New Zealand,35,35-44,Eliminated Week 4,4,25.0,6,4,92.0,23.0,2.943920288775949,0.9615384615384616,0.2717391304347826,0.6793662204867574,0.75,-0.2115384615384615,4,0.6666666666666666,-1.0,25.5,0.0,2,0.5,2,0.5,0.6792329692806179
1,1,Trista Sutter,Louis van Amstel,11,7.0,0.0909090909090909,TV Personality,Indiana,United States,32,25-34,Eliminated Week 2,6,18.0,6,6,109.0,18.166666666666668,2.714160398109638,0.9,0.1651376146788991,-0.0614063438486347,0.5,-0.4,1,0.1666666666666666,0.0,18.0,0.0,4,0.6666666666666666,4,0.6666666666666666,0.5125943016410841
1,2,Trista Sutter,Louis van Amstel,11,7.0,0.0909090909090909,TV Personality,Indiana,United States,32,25-34,Eliminated Week 2,6,19.0,6,6,121.0,20.166666666666668,4.445971959725642,0.7307692307692307,0.1570247933884297,-0.2624098121254598,0.5,-0.2307692307692307,2,0.3333333333333333,1.0,18.5,0.0,4,0.6666666666666666,4,0.6666666666666666,0.5093990372812813
2,1,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,24.0,8,10,195.0,19.5,4.143267631552018,1.0,0.123076923076923,1.086099282057325,1.0,0.0,1,0.125,0.0,24.0,0.0,1,0.1,1,0.1,0.766112272299334
2,2,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.0,8,9,200.0,22.22222222222222,4.236088342379611,0.9310344827586208,0.135,1.1278749146893086,0.8888888888888888,-0.0421455938697318,2,0.25,3.0,25.5,0.0,2,0.2222222222222222,2,0.2222222222222222,0.7462616086330571
2,3,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.0,8,8,182.0,22.75,4.527692569068709,1.0,0.1483516483516483,0.9386679716361956,1.0,0.0,3,0.375,0.0,27.0,0.0,1,0.125,1,0.125,0.7951875721265212
2,4,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,28.0,8,7,158.0,22.571428571428573,6.778818551368737,1.0,0.1772151898734177,0.8008137977782757,1.0,0.0,4,0.5,1.0,27.5,0.0,1,0.1428571428571428,1,0.1428571428571428,0.8032359817401067
2,5,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.9,0.1788079470198675,0.6263765644712502,0.8333333333333334,-0.0666666666666666,5,0.625,-1.0,27.5,0.0,2,0.3333333333333333,2,0.3333333333333333,0.7649256038761888
2,6,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,30.0,8,5,133.0,26.6,3.507135583350036,1.0,0.225563909774436,0.9694521124707414,1.0,0.0,6,0.75,3.0,28.5,0.0,1,0.2,1,0.2,0.8393500836293226
2,7,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,27.5,8,4,102.0,25.5,3.366501646120692,1.0,0.2696078431372549,0.5940885257860047,1.0,0.0,7,0.875,-2.5,28.75,0.0,1,0.25,1,0.25,0.830826187540565
2,8,Drew Lachey,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Ohio,United States,29,25-34,1st Place,1,28.9998,8,3,84.3329,28.110966666666663,1.2619106637687671,1.0,0.3438729131809768,0.7043551963328241,1.0,0.0,8,1.0,1.4998000000000005,28.2499,0.0,1,0.3333333333333333,1,0.3333333333333333,0.8429069631002667
2,1,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,18.0,8,10,195.0,19.5,4.143267631552018,0.75,0.0923076923076923,-0.3620330940191084,0.3,-0.4499999999999999,1,0.125,0.0,18.0,0.0,8,0.8,8,0.8,0.3269097706139877
2,2,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,22.0,8,9,200.0,22.22222222222222,4.236088342379611,0.7586206896551724,0.11,-0.052459298357642,0.5555555555555556,-0.2030651340996168,2,0.25,4.0,20.0,0.0,5,0.5555555555555556,5,0.5555555555555556,0.4755502675045661
2,3,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,22.0,8,8,182.0,22.75,4.527692569068709,0.8148148148148148,0.1208791208791208,-0.1656472891122698,0.5,-0.3148148148148147,3,0.375,0.0,22.0,0.0,5,0.625,5,0.625,0.4785292519554854
2,4,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,21.0,8,7,158.0,22.571428571428573,6.778818551368737,0.75,0.1329113924050632,-0.2318145204095011,0.2857142857142857,-0.4642857142857143,4,0.5,-1.0,21.5,0.0,6,0.8571428571428571,6,0.8571428571428571,0.42872329914371193
2,5,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,24.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.8,0.1589403973509933,-0.3986032682998872,0.5,-0.3,5,0.625,3.0,22.5,0.0,4,0.6666666666666666,4,0.6666666666666666,0.5165243635660933
2,6,George Hamilton,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Actor/Actress,Tennessee,United States,66,65+,Eliminated Week 6,5,23.0,8,5,133.0,26.6,3.507135583350036,0.7666666666666667,0.1729323308270676,-1.0264787073219623,0.4,-0.3666666666666667,6,0.75,-1.0,23.5,0.0,4,0.8,4,0.8,0.49437408204978267
2,1,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,23.0,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.1179487179487179,0.8447438860445862,0.9,-0.0583333333333333,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2,0.6133465838189374
2,2,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,24.0,8,9,200.0,22.22222222222222,4.236088342379611,0.8275862068965517,0.12,0.4196743868611381,0.7777777777777778,-0.0498084291187739,2,0.25,1.0,23.5,0.0,3,0.3333333333333333,3,0.3333333333333333,0.5865911770596063
2,3,Giselle Fernandez,Jonathan Roberts,7,8.714285714285714,0.1428571428571428,News Anchor,Unknown,Mexico,44,35-44,Eliminated Week 3,8,22.0,8,8,182.0,22.75,4.527692569068709,0.8148148148148148,0.1208791208791208,-0.1656472891122698,0.5,-0.3148148148148147,3,0.375,-2.0,23.0,0.0,5,0.625,5,0.625,0.49106498104784
2,1,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,21.0,8,10,195.0,19.5,4.143267631552018,0.875,0.1076923076923077,0.3620330940191084,0.6,-0.275,1,0.125,0.0,21.0,0.0,5,0.5,5,0.5,0.5206934140302351
2,2,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,23.0,8,9,200.0,22.22222222222222,4.236088342379611,0.7931034482758621,0.115,0.183607544251748,0.6666666666666667,-0.1264367816091953,2,0.25,2.0,22.0,0.0,4,0.4444444444444444,4,0.4444444444444444,0.5710169562206595
2,3,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,19.0,8,8,182.0,22.75,4.527692569068709,0.7037037037037037,0.1043956043956044,-0.828236445561349,0.25,-0.4537037037037037,3,0.375,-4.0,21.0,0.0,7,0.875,7,0.875,0.40881204144578187
2,4,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,24.0,8,7,158.0,22.571428571428573,6.778818551368737,0.8571428571428571,0.1518987341772152,0.210740473099546,0.4285714285714286,-0.4285714285714285,4,0.5,5.0,21.5,0.0,5,0.7142857142857143,5,0.7142857142857143,0.5297483971041155
2,5,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,23.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.7666666666666667,0.152317880794702,-0.740263212556933,0.3333333333333333,-0.4333333333333333,5,0.625,-1.0,23.5,0.0,5,0.8333333333333334,5,0.8333333333333334,0.48389165082822194
2,6,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,23.0,8,5,133.0,26.6,3.507135583350036,0.7666666666666667,0.1729323308270676,-1.0264787073219623,0.4,-0.3666666666666667,6,0.75,0.0,23.0,0.0,4,0.8,4,0.8,0.5223209716264884
2,7,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,20.5,8,4,102.0,25.5,3.366501646120692,0.7454545454545455,0.2009803921568627,-1.4852213144650117,0.25,-0.4954545454545455,7,0.875,-2.5,21.75,0.0,4,1.0,4,1.0,0.4690485188973387
2,8,Jerry Rice,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Mississippi,United States,43,35-44,2nd Place,2,26.666600000000003,8,3,84.3329,28.110966666666663,1.2619106637687671,0.9195442727191224,0.3162063678588072,-1.1445870996548848,0.3333333333333333,-0.5862109393857889,8,1.0,6.1666000000000025,23.5833,0.0,3,1.0,3,1.0,0.5764552623592307
2,1,Kenny Mayne,Andrea Hale,1,10.0,0.0,Sports Broadcaster,Washington,United States,46,45-54,Eliminated Week 1,10,13.0,8,10,195.0,19.5,4.143267631552018,0.5416666666666666,0.0666666666666666,-1.5688100740828028,0.1999999999999999,-0.3416666666666667,1,0.125,0.0,13.0,0.0,9,0.9,9,0.9,0.19906391184537484
2,1,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,19.0,8,10,195.0,19.5,4.143267631552018,0.7916666666666666,0.0974358974358974,-0.1206776980063694,0.4,-0.3916666666666666,1,0.125,0.0,19.0,0.0,7,0.7,7,0.7,0.43235519523479804
2,2,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,20.0,8,9,200.0,22.22222222222222,4.236088342379611,0.6896551724137931,0.1,-0.5245929835764223,0.3333333333333333,-0.3563218390804598,2,0.25,1.0,19.5,0.0,7,0.7777777777777778,7,0.7777777777777778,0.4243786540112563
2,3,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,25.0,8,8,182.0,22.75,4.527692569068709,0.925925925925926,0.1373626373626373,0.4969418673368094,0.625,-0.3009259259259259,3,0.375,5.0,22.5,0.0,4,0.5,4,0.5,0.5811835006022582
2,4,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,26.0,8,7,158.0,22.571428571428573,6.778818551368737,0.9285714285714286,0.1645569620253164,0.5057771354389109,0.8571428571428572,-0.0714285714285714,4,0.5,1.0,25.5,0.0,2,0.2857142857142857,2,0.2857142857142857,0.6898884894316961
2,5,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,25.0,8,6,151.0,25.166666666666668,2.9268868558020253,0.8333333333333334,0.1655629139072847,-0.0569433240428413,0.6666666666666667,-0.1666666666666666,5,0.625,-1.0,25.5,0.0,3,0.5,3,0.5,0.6173718571502902
2,6,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,27.0,8,5,133.0,26.6,3.507135583350036,0.9,0.2030075187969924,0.1140531897024398,0.6,-0.3,6,0.75,2.0,26.0,0.0,3,0.6,3,0.6,0.6293304207442771
2,7,Lisa Rinna,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,42,35-44,Eliminated Week 7,4,26.5,8,4,102.0,25.5,3.366501646120692,0.9636363636363636,0.2598039215686274,0.2970442628930023,0.5,-0.4636363636363636,7,0.875,-0.5,26.75,0.0,3,0.75,3,0.75,0.6207276926754297
2,1,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,12.0,8,10,195.0,19.5,4.143267631552018,0.5,0.0615384615384615,-1.8101654700955416,0.0999999999999999,-0.4,1,0.125,0.0,12.0,0.0,10,1.0,10,1.0,0.2093655377008686
2,2,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,16.0,8,9,200.0,22.22222222222222,4.236088342379611,0.5517241379310345,0.08,-1.4688603540139828,0.1111111111111111,-0.4406130268199233,2,0.25,4.0,14.0,0.0,9,1.0,9,1.0,0.2520465934053908
2,3,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,14.0,8,8,182.0,22.75,4.527692569068709,0.5185185185185185,0.0769230769230769,-1.9325517063098143,0.125,-0.3935185185185185,3,0.375,-2.0,15.0,0.0,8,1.0,8,1.0,0.25917020520929873
2,4,Master P,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Louisiana,United States,35,35-44,Eliminated Week 4,7,8.0,8,7,158.0,22.571428571428573,6.778818551368737,0.2857142857142857,0.050632911392405,-2.1495528256153724,0.1428571428571429,-0.1428571428571428,4,0.5,-6.0,11.0,0.0,7,1.0,7,1.0,0.22632720631911848
2,1,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,22.0,8,10,195.0,19.5,4.143267631552018,0.9166666666666666,0.1128205128205128,0.6033884900318472,0.7,-0.2166666666666666,1,0.125,0.0,22.0,0.0,4,0.4,4,0.4,0.5880064126161326
2,2,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,29.0,8,9,200.0,22.22222222222222,4.236088342379611,1.0,0.145,1.6000085999080889,1.0,0.0,2,0.25,7.0,25.5,0.0,1,0.1111111111111111,1,0.1111111111111111,0.7850939627654789
2,3,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,27.0,8,8,182.0,22.75,4.527692569068709,1.0,0.1483516483516483,0.9386679716361956,1.0,0.0,3,0.375,-2.0,28.0,0.0,1,0.125,1,0.125,0.7746374386313634
2,4,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,26.0,8,7,158.0,22.571428571428573,6.778818551368737,0.9285714285714286,0.1645569620253164,0.5057771354389109,0.8571428571428572,-0.0714285714285714,4,0.5,-1.0,26.5,0.0,2,0.2857142857142857,2,0.2857142857142857,0.7148215492027864
2,5,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,30.0,8,6,151.0,25.166666666666668,2.9268868558020253,1.0,0.1986754966887417,1.6513563972423877,1.0,0.0,5,0.625,4.0,28.0,0.0,1,0.1666666666666666,1,0.1666666666666666,0.8188415945593769
2,6,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,30.0,8,5,133.0,26.6,3.507135583350036,1.0,0.225563909774436,0.9694521124707414,1.0,0.0,6,0.75,0.0,30.0,0.0,1,0.2,1,0.2,0.8209260746202641
2,7,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,27.5,8,4,102.0,25.5,3.366501646120692,1.0,0.2696078431372549,0.5940885257860047,1.0,0.0,7,0.875,-2.5,28.75,0.0,1,0.25,1,0.25,0.8115542937412331
2,8,Stacy Keibler,Tony Dovolani,21,7.666666666666667,0.1428571428571428,Athlete,Maryland,United States,26,25-34,3rd Place,3,28.6665,8,3,84.3329,28.110966666666663,1.2619106637687671,0.9885068172883952,0.339920718960216,0.4402319033220636,0.6666666666666667,-0.3218401506217283,8,1.0,1.1664999999999992,28.08325,0.0,2,0.6666666666666666,2,0.6666666666666666,0.7408418507349958
2,1,Tatum O'Neal,Nick Kosovich,2,8.5,0.0,Actor/Actress,California,United States,42,35-44,Eliminated Week 2,9,23.0,8,10,195.0,19.5,4.143267631552018,0.9583333333333334,0.1179487179487179,0.8447438860445862,0.9,-0.0583333333333333,1,0.125,0.0,23.0,0.0,2,0.2,2,0.2,0.6113143779583781
2,2,Tatum O'Neal,Nick Kosovich,2,8.5,0.0,Actor/Actress,California,United States,42,35-44,Eliminated Week 2,9,17.0,8,9,200.0,22.22222222222222,4.236088342379611,0.5862068965517241,0.085,-1.2327935114045927,0.2222222222222222,-0.3639846743295019,2,0.25,-6.0,20.0,0.0,8,0.8888888888888888,8,0.8888888888888888,0.2905609840438511
2,1,Tia Carrere,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Actor/Actress,Hawaii,United States,39,35-44,Eliminated Week 5,6,20.0,8,10,195.0,19.5,4.143267631552018,0.8333333333333334,0.1025641025641025,0.1206776980063694,0.5,-0.3333333333333333,1,0.125,0.0,20.0,0.0,6,0.6,6,0.6,0.4783602506607058
