season,week,celebrity_name,ballroom_partner,categorical__celebrity_industry_Fitness Instructor,categorical__celebrity_industry_Model,categorical__celebrity_homestate_Arkansas,categorical__celebrity_homestate_California,categorical__celebrity_homestate_Indiana,categorical__celebrity_homestate_New Mexico,categorical__celebrity_homestate_Ohio,categorical__celebrity_homecountry/region_Canada,categorical__celebrity_homecountry/region_Italy,categorical__celebrity_homecountry/region_Taiwan China,categorical__age_group_45-54,numeric__partner_avg_placement,numeric__partner_final_rate,numeric__celebrity_age_during_season,numeric__weekly_contestant_count,numeric__judge_pct,numeric__judge_share,numeric__week_total_judge_change,numeric__week_total_judge_trend,numeric__weekly_judge_rank
1,2,John O'Hurley,Charlotte Jorgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.618774398228612,3.9052471228989805,1.066547876946573,-1.1712692126577566,1.156542334554004,1.6542862170806174,1.2255598136583135,-0.42620823042229816,-1.2185597915917201
1,3,John O'Hurley,Charlotte Jorgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.618774398228612,3.9052471228989805,1.066547876946573,-1.5049398576578494,0.5290272631897746,1.8566512916402742,-0.6648681223086682,-0.09293225251355586,-0.9050353345198388
1,4,John O'Hurley,Charlotte Jorgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.618774398228612,3.9052471228989805,1.066547876946573,-1.8386105026579422,-0.4122453438565728,1.8890213806819105,-0.9011716143045408,-0.5095272248994838,-0.5915108774479575
1,5,John O'Hurley,Charlotte Jorgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.618774398228612,3.9052471228989805,1.066547876946573,-2.172281147658035,1.156542334554004,4.372354102090801,1.2255598136583135,-0.259570241467927,-1.2185597915917201
1,6,John O'Hurley,Charlotte Jorgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.618774398228612,3.9052471228989805,1.066547876946573,-2.172281147658035,1.0082205904133676,6.574171057292455,-0.19226113831692276,0.24034372539518645,-0.9050353345198388
1,1,Kelly Monaco,Alec Mazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546340724486774,-0.38121159312845276,-0.5657469817213447,-1.1712692126577566,-1.6986512401532459,-0.02246372440779499,-0.19226113831692276,-2.0925881199660097,0.3490624937676864
1,2,Kelly Monaco,Alec Mazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546340724486774,-0.38121159312845276,-0.5657469817213447,-1.1712692126577566,-1.6672754865850343,0.3498518851217496,0.7529528296665682,-1.7593121420572673,0.03553803669580512
1,3,Kelly Monaco,Alec Mazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546340724486774,-0.38121159312845276,-0.5657469817213447,-1.5049398576578494,-0.4122453438565728,1.360309926335171,0.7529528296665682,-1.0927601862397827,-0.2779864203760762
1,4,Kelly Monaco,Alec Mazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546340724486774,-0.38121159312845276,-0.5657469817213447,-1.8386105026579422,1.156542334554004,2.8421406691301185,0.9892563216624407,-0.34288923594511256,-1.2185597915917201
1,5,Kelly Monaco,Alec Mazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546340724486774,-0.38121159312845276,-0.5657469817213447,-2.172281147658035,0.0990632328105779,3.5315200996789593,-0.7830198683066045,-0.13459174975214863,-0.9050353345198388
1,6,Kelly Monaco,Alec Mazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1546340724486774,-0.38121159312845276,-0.5657469817213447,-2.172281147658035,1.156542334554004,6.735064588553436,0.7529528296665682,-0.009613258036370276,-1.2185597915917201
1,1,Rachel Hunter,Jonathan Roberts,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,-0.09937702210193972,-1.1712692126577566,1.156542334554004,1.103790994419078,-0.19226113831692276,-0.9261221972854116,-1.2185597915917201
1,2,Rachel Hunter,Jonathan Roberts,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,-0.09937702210193972,-1.1712692126577566,0.5290272631897746,1.3644119210897585,0.7529528296665682,-0.5928462193766693,-0.9050353345198388
1,3,Rachel Hunter,Jonathan Roberts,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,-0.09937702210193972,-1.5049398576578494,1.156542334554004,2.1875455351770103,0.2803458456748227,-0.09293225251355586,-1.2185597915917201
1,4,Rachel Hunter,Jonathan Roberts,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,-0.09937702210193972,-1.8386105026579422,0.8427847988718888,2.6515168114404775,-0.42856463031279546,-0.009613258036370276,-0.9050353345198388
1,1,Trista Sutter,Louis van Amstel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,-0.33256200191164226,-1.1712692126577566,0.3407727417805042,0.7820039318971146,-0.19226113831692276,-1.2593981751941539,-0.2779864203760762
1,2,Trista Sutter,Louis van Amstel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,-0.33256200191164226,-1.1712692126577566,-1.039760415220804,0.6397261811126091,0.04404235367894996,-1.1760791807169684,-0.2779864203760762
2,1,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,0.16341336734261466,1.156542334554004,0.044368973192920234,-0.19226113831692276,-0.259570241467927,-1.2185597915917201
2,2,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-0.17025727765747814,0.5939426153998668,0.2534686817047898,0.5166493376706954,-0.009613258036370276,-0.9050353345198388
2,3,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-0.503927922657571,1.156542334554004,0.48762181151300965,-0.19226113831692276,0.24034372539518645,-1.2185597915917201
2,4,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-0.8375985676576638,1.156542334554004,0.9938131376077733,0.04404235367894996,0.32366271987237205,-1.2185597915917201
2,5,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-1.1712692126577566,0.3407727417805042,1.021745948676722,-0.42856463031279546,0.32366271987237205,-0.9050353345198388
2,6,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-1.5049398576578494,1.156542334554004,1.8417237317814732,0.5166493376706954,0.4903007088267432,-1.2185597915917201
2,7,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-1.8386105026579422,1.156542334554004,2.614139584442509,-0.7830198683066045,0.531960206065336,-1.2185597915917201
2,8,Drew Lachey,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,-0.5657469817213447,-2.172281147658035,1.156542334554004,3.916555445628472,0.16214683897848725,0.448624547789255,-1.2185597915917201
2,1,George Hamilton,Edyta Sliwinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507982823298348,-0.4786311094018037,2.31020110259832,0.16341336734261466,-0.8828816473797461,-0.49524317780544785,-0.19226113831692276,-1.2593981751941539,0.976111407911449
2,2,George Hamilton,Edyta Sliwinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507982823298348,-0.4786311094018037,2.31020110259832,-0.17025727765747814,-0.8125566824854791,-0.18496619098138536,0.7529528296665682,-0.9261221972854116,0.03553803669580512
2,3,George Hamilton,Edyta Sliwinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507982823298348,-0.4786311094018037,2.31020110259832,-0.503927922657571,-0.3541420965080334,0.005825248121608036,-0.19226113831692276,-0.5928462193766693,0.03553803669580512
2,4,George Hamilton,Edyta Sliwinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507982823298348,-0.4786311094018037,2.31020110259832,-0.8375985676576638,-0.8828816473797461,0.2168399455056898,-0.42856463031279546,-0.6761652138538549,0.3490624937676864
2,5,George Hamilton,Edyta Sliwinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507982823298348,-0.4786311094018037,2.31020110259832,-1.1712692126577566,-0.47499685099299566,0.6733208842903573,0.5166493376706954,-0.5095272248994838,-0.2779864203760762
2,6,George Hamilton,Edyta Sliwinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507982823298348,-0.4786311094018037,2.31020110259832,-1.5049398576578494,-0.7469200485841623,0.918702947179,-0.42856463031279546,-0.34288923594511256,-0.2779864203760762
2,1,Giselle Fernandez,Jonathan Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,0.6001779173271679,0.16341336734261466,0.816638337565046,-0.04556638530680742,-0.19226113831692276,-0.42620823042229816,-0.9050353345198388
2,2,Giselle Fernandez,Jonathan Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,0.6001779173271679,-0.17025727765747814,-0.24995696333134093,-0.009592241906915431,0.04404235367894996,-0.34288923594511256,-0.5915108774479575
2,3,Giselle Fernandez,Jonathan Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3399353812765793,-0.6873872157018412,0.6001779173271679,-0.503927922657571,-0.3541420965080334,0.005825248121608036,-0.6648681223086682,-0.42620823042229816,0.03553803669580512
2,1,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,0.16341336734261466,0.136830343587129,-0.22543710230626296,-0.19226113831692276,-0.7594842083310405,0.03553803669580512
2,2,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-0.17025727765747814,-0.5312568229084096,-0.09727921644415027,0.2803458456748227,-0.5928462193766693,-0.2779864203760762
2,3,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-0.503927922657571,-1.260552755145255,-0.28325268991323116,-1.1374751063004138,-0.7594842083310405,0.6625869508395678
2,4,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-0.8375985676576638,-0.00884279797956782,0.5498284564065841,0.9892563216624407,-0.6761652138538549,0.03553803669580512
2,5,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-1.1712692126577566,-0.7469200485841623,0.5571791961615705,-0.42856463031279546,-0.34288923594511256,0.03553803669580512
2,6,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-1.5049398576578494,-0.7469200485841623,0.918702947179,-0.19226113831692276,-0.42620823042229816,-0.2779864203760762
2,7,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-1.8386105026579422,-0.9199620834149049,1.4105928751079095,-0.7830198683066045,-0.6345057166152621,-0.2779864203760762
2,8,Jerry Rice,Anna Trebunskaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259951473119513,-0.4786311094018037,0.5224495907239337,-2.172281147658035,0.5002089757518312,3.431356314588803,1.2649279754248264,-0.32900829146521327,-0.5915108774479575
2,1,Kenny Mayne,Andrea Hale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0979861901179997,-1.4528262721353111,0.7556345705336363,0.16341336734261466,-2.582401632324538,-0.94491997030409,-0.19226113831692276,-2.0925881199660097,1.2896358649833304
2,1,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,0.16341336734261466,-0.5429776503907879,-0.40530781930572024,-0.19226113831692276,-1.0927601862397827,0.6625869508395678
2,2,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,-0.17025727765747814,-1.3751564016396163,-0.3603401400558553,0.04404235367894996,-1.0094411917625972,0.6625869508395678
2,3,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,-0.503927922657571,0.5522685621291902,0.2949031861564489,0.9892563216624407,-0.5095272248994838,-0.2779864203760762
2,4,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,-0.8375985676576638,0.5738497682872186,0.7718207970071778,0.04404235367894996,-0.009613258036370276,-0.9050353345198388
2,5,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,-1.1712692126577566,-0.20307365340182904,0.7894625724191455,-0.42856463031279546,-0.009613258036370276,-0.5915108774479575
2,6,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,-1.5049398576578494,0.3407727417805042,1.4461433955232703,0.2803458456748227,0.0737057364408153,-0.5915108774479575
2,7,Lisa Rinna,Louis van Amstel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292009694880202,-0.9657286907685575,0.4447212641206995,-1.8386105026579422,0.8598988462727312,2.4422043402518514,-0.3104128843148591,0.19868422815659367,-0.5915108774479575
2,1,Master P,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4765997378738518,-0.11330792337673828,-0.09937702210193972,0.16341336734261466,-2.922305629313496,-1.0348553288038176,-0.19226113831692276,-2.2592261089203807,1.6031603220552115
2,2,Master P,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4765997378738518,-0.11330792337673828,-0.09937702210193972,-0.17025727765747814,-2.5003558399478925,-0.7110880382047954,0.7529528296665682,-1.9259501310116385,1.2896358649833304
2,3,Master P,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4765997378738518,-0.11330792337673828,-0.09937702210193972,-0.503927922657571,-2.7712371862072924,-0.7650492533046328,-0.6648681223086682,-1.7593121420572673,0.976111407911449
2,4,Master P,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4765997378738518,-0.11330792337673828,-0.09937702210193972,-0.8375985676576638,-4.670383328113854,-1.2261102683981768,-1.610082090292159,-2.425864097874752,0.6625869508395678
2,1,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,0.16341336734261466,0.47673434057608705,-0.13550174380653532,-0.19226113831692276,-0.5928462193766693,-0.2779864203760762
2,2,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-0.17025727765747814,1.156542334554004,0.4288426307792595,1.461863305654186,-0.009613258036370276,-1.2185597915917201
2,3,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-0.503927922657571,1.156542334554004,0.48762181151300965,-0.6648681223086682,0.4069817143495576,-1.2185597915917201
2,4,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-0.8375985676576638,0.5738497682872186,0.7718207970071778,-0.42856463031279546,0.15702473091800087,-0.9050353345198388
2,5,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-1.1712692126577566,1.156542334554004,1.3701710130630869,0.7529528296665682,0.4069817143495576,-1.2185597915917201
2,6,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-1.5049398576578494,1.156542334554004,1.8417237317814732,-0.19226113831692276,0.7402576922583,-1.2185597915917201
2,7,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-1.8386105026579422,1.156542334554004,2.614139584442509,-0.7830198683066045,0.531960206065336,-1.2185597915917201
2,8,Stacy Keibler,Tony Dovolani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722264351850238,-0.6873872157018412,-0.7989319615310473,-2.172281147658035,1.062784444750831,3.84724425482806,0.08338688509626258,0.42085432693000896,-0.9050353345198388
2,1,Tatum O'Neal,Nick Kosovich,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21359357980301,-1.4528262721353111,0.4447212641206995,0.16341336734261466,0.816638337565046,-0.04556638530680742,-0.19226113831692276,-0.42620823042229816,-0.9050353345198388
2,2,Tatum O'Neal,Nick Kosovich,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21359357980301,-1.4528262721353111,0.4447212641206995,-0.17025727765747814,-2.219055980370824,-0.6234010636675603,-1.610082090292159,-0.9261221972854116,0.976111407911449
2,1,Tia Carrere,Maksim Chmerkoskiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26039410405530633,0.12307766758065668,0.211536284310997,0.16341336734261466,-0.20307365340182904,-0.3153724608059923,-0.19226113831692276,-0.9261221972854116,0.3490624937676864
2,2,Tia Carrere,Maksim Chmerkoskiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26039410405530633,0.12307766758065668,0.211536284310997,-0.17025727765747814,-0.8125566824854791,-0.18496619098138536,0.2803458456748227,-0.7594842083310405,0.03553803669580512
2,3,Tia Carrere,Maksim Chmerkoskiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26039410405530633,0.12307766758065668,0.211536284310997,-0.503927922657571,0.8544054483415953,0.3912624988347293,0.7529528296665682,-0.259570241467927,-0.5915108774479575
2,4,Tia Carrere,Maksim Chmerkoskiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26039410405530633,0.12307766758065668,0.211536284310997,-0.8375985676576638,0.28250348515382584,0.6608246267068811,-0.42856463031279546,-0.009613258036370276,-0.2779864203760762
2,5,Tia Carrere,Maksim Chmerkoskiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26039410405530633,0.12307766758065668,0.211536284310997,-1.1712692126577566,-1.0188432461753298,0.44103750803278235,-0.9011716143045408,-0.34288923594511256,0.3490624937676864
3,1,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,0.4970840123427075,0.5290272631897746,-0.1287141695801407,-0.19226113831692276,-0.259570241467927,-0.9050353345198388
3,2,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,0.16341336734261466,-0.24995696333134093,-0.2840905969799992,-0.19226113831692276,-0.259570241467927,-0.5915108774479575
3,3,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-0.17025727765747814,-1.260552755145255,-0.5043670547546967,-1.3737785982962865,-0.6761652138538549,1.2896358649833304
3,4,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-0.503927922657571,-0.24995696333134093,0.011665206465747494,0.9892563216624407,-0.6761652138538549,-0.2779864203760762
3,5,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-0.8375985676576638,1.156542334554004,0.5019958526307643,0.5166493376706954,-0.009613258036370276,-1.2185597915917201
3,6,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-1.5049398576578494,0.28250348515382584,1.6014701377263514,-0.6648681223086682,0.0737057364408153,-0.9050353345198388
3,7,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-1.5049398576578494,1.156542334554004,1.5882592941049225,0.6348010836686317,0.19868422815659367,-1.2185597915917201
3,8,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-1.8386105026579422,0.727189917304794,2.230045713245949,-0.5467163763107318,0.3653222171109648,-0.9050353345198388
3,9,Emmitt Smith,Cheryl Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3783131187639717,0.2617572142756622,0.05607963110452864,-2.172281147658035,1.156542334554004,3.731718671681778,0.39849759167275906,0.4486412115881504,-1.2185597915917201
